,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
1251074,Ferry Aid,1251074,3,19,18953.504333749377,Q1408111
1251524,Folivore,1251524,4,8,0.0,Q617573
1252847,List of animals with fraudulent diplomas,1252847,1,0,0.0,Q6605884
1252965,Point Calimere Wildlife and Bird Sanctuary,1252965,1,18,0.0,Q5614058
1256792,S4C Authority,1256792,20,16,0.0,Q7388298
1259125,GND,1259125,1,14,0.0,Q249474
1259759,Rebecca (novel),1259759,2,14,379.66149474265745,Q1334940
1259785,Rebecca (1940 film),1259785,3,14,4646.160649712564,Q204212
1260210,List of world cruiserweight boxing champions,1260210,3,13,9.477777777777778,Q1980548
1261347,Grauman's Chinese Theatre,1261347,3,14,19228.745005960376,Q1122565
1262049,David I. Walsh,1262049,1,0,0.0,Q881431
1263533,Limbaugh family,1263533,3,0,262.17673538012195,Q6548972
1264212,Elasmosaurus,1264212,6,8,11724.21534400527,Q131106
1266556,Napoleon Harris,1266556,2,2,6241.0,Q3870245
1270107,Under Dusken,1270107,2,14,0.0,Q7883092
1270696,"Huntingdon, Quebec",1270696,1,12,0.0,Q141764
1272811,Milwaukee Journal Sentinel,1272811,15,0,32123.78167788819,Q1765623
1273494,The Spy in Black,1273494,1,14,0.0,Q115512
1276354,Joshua Falk,1276354,3,14,1843.7189546477482,Q12407870
1278198,Joe Horn,1278198,8,11,15224.517147618679,Q3180088
1281601,Ed Vaizey,1281601,12,9,39458.235046006244,Q267485
1282066,Frank Reynolds,1282066,3,1,15587.5,Q302004
1284074,Bill Graves,1284074,4,0,264.9740871462204,Q50613
1284135,Peg Lautenschlager,1284135,4,0,0.6531740318505025,Q7160511
1285649,Joe Royle,1285649,1,4,0.0,Q923188
1287241,Busby (military headdress),1287241,2,11,6241.0,Q367958
1290037,Hullabaloo Soundtrack,1290037,6,19,4192.440752858883,Q1639120
1291071,Ruth Hussey,1291071,1,29,0.0,Q295679
1291873,Tom Barrett (Wisconsin politician),1291873,15,0,20269.227179317557,Q955542
1293589,De Havilland Canada,1293589,2,18,0.0,Q285246
1295181,Modern Age of Comic Books,1295181,23,6,2748.793586444028,Q2594405
1295901,Neil Lennon,1295901,4,4,254259.13146687084,Q437993
1298854,Lee Patrick (actress),1298854,1,14,0.0,Q531282
1301511,Council of the District of Columbia,1301511,79,0,23650.51854279511,Q6527389
1301974,Fife Symington,1301974,5,0,36768.412780421524,Q699900
1303960,Benny Parsons,1303960,9,7,26719.033558110383,Q818078
1306367,Steve Tasker,1306367,7,11,36770.53369027864,Q2347350
1306661,Yorkshire Regiment,1306661,7,12,40733.71313183211,Q1963010
1306667,White House travel office controversy,1306667,5,14,169295.41836260652,Q7994928
1307672,Simon Jenkins,1307672,1,21,0.0,Q587339
1312167,Junior Johnson,1312167,7,7,1623.0475409770668,Q1094434
1313678,Michigan Supreme Court,1313678,12,0,7828.300894650666,Q1415342
1313790,Pat Stryker,1313790,3,0,0.0,Q7144047
1315975,Hound Dog Taylor,1315975,1,5,0.0,Q672755
1316633,James Lofton,1316633,8,11,104830.84639078383,Q1680714
1317708,Indiana House of Representatives,1317708,65,0,6077.204353490049,Q1392642
1320361,Liz Cheney,1320361,41,2,30752.715702654397,Q5362573
1321053,Liam Ridgewell,1321053,2,21,7075.033688014745,Q331926
1322936,Mark Bavaro,1322936,6,11,344262.8614304844,Q6766682
1323516,Military history of Australia,1323516,7,12,23506.73133153953,Q2585717
1326417,John Stallworth,1326417,6,11,88071.00930024675,Q1640614
1335491,Executive departments of the Philippines,1335491,2,23,6241.0,Q3243675
1336794,Edward M. House,1336794,3,12,26919.05314151736,Q704368
1339541,Clinton Morrison,1339541,1,4,0.0,Q554381
1341768,Cecil Parker,1341768,3,5,6241.000000000001,Q1052329
1342890,Idris Elba,1342890,3,5,17868.67539881888,Q342604
1343107,Mario Melchiot,1343107,1,4,0.0,Q354629
1346454,The Austin Chronicle,1346454,2,19,3796.2189606958946,Q3519844
1347075,Scots Wha Hae,1347075,6,3,9565.272352864824,Q1575019
1347093,Homeless World Cup,1347093,2,14,343306.9361283439,Q269305
1350052,Adrian Vandenberg,1350052,1,5,0.0,Q2038293
1350883,Purple America,1350883,6,0,65.05143447768981,Q2892515
1351392,Scott Hastings (rugby union),1351392,3,24,0.0,Q780849
1353830,Matte painting,1353830,2,14,9131.756581103016,Q1753854
1353985,Santa Susana Pass,1353985,5,18,50827.52630499634,Q7419944
1354864,Joan Carroll,1354864,2,5,6241.000000000001,Q11832768
1355176,Melrose Abbey,1355176,11,3,347.3923760971547,Q1919732
1356955,History of the United States Senate,1356955,26,0,375.9476663360472,Q1517482
1357586,WOOD-TV,1357586,1,15,0.0,Q7953925
1360162,Wisconsin Legislature,1360162,61,0,8421.372007985417,Q3270274
1361082,Language death,1361082,3,12,18719.000000000007,Q253756
1362207,Carla Lane,1362207,2,9,21733.434277533088,Q5041077
1362836,Nigel Martyn,1362836,2,4,5260.986828398354,Q291022
1362936,Sebastian Telfair,1362936,2,7,24139.945540386412,Q547217
1363321,KCBS-TV,1363321,10,18,555356.104897674,Q3191342
1363615,Yuzo Koshiro,1363615,1,5,0.0,Q948524
1364081,Steven Reid,1364081,5,4,15029.404266580534,Q334693
1364192,Johnny Eager,1364192,3,14,7004.499205659692,Q1185386
1364436,"Emu Field, South Australia",1364436,2,12,0.0,Q14935706
1365724,Elohist,1365724,1,14,0.0,Q659765
1369267,Jack Oakie,1369267,2,14,12480.000000000002,Q545846
1369859,Leo Genn,1369859,3,14,18201.55479848629,Q946210
1369864,Arthur Hunnicutt,1369864,3,14,12717.022591493147,Q709942
1370335,Paul Gallagher (footballer),1370335,1,4,0.0,Q1050055
1370541,Gilles Grimandi,1370541,1,22,0.0,Q722437
1371979,KFXN-FM,1371979,2,11,6241.0,Q6329367
1372300,Majeerteen,1372300,4,5,842.0055065755123,Q3049786
1372516,"Thomas Randolph, 1st Earl of Moray",1372516,23,3,1650.5401162740873,Q1685918
1373712,Lee Bowman,1373712,2,29,11935.092825901207,Q958973
1375140,Mike Vrabel,1375140,5,11,4876.779258185755,Q1382305
1375256,"American Expeditionary Force, North Russia",1375256,4,12,2682.366262953747,Q1494583
1377544,Hurd Hatfield,1377544,1,14,0.0,Q330353
1379293,White label,1379293,3,19,0.0,Q2141316
1379498,Compilation of Final Fantasy VII,1379498,4,5,0.0,Q952649
1385717,Lions led by donkeys,1385717,12,12,26625.83716757352,Q6555922
1392683,Green Howards,1392683,19,12,13794.816935077966,Q2913539
1394960,Adolph Caesar,1394960,3,14,12481.0,Q365292
1397486,Progressive Democrats of America,1397486,8,0,862.7155712586928,Q4379875
1397588,Raja Bell,1397588,1,7,0.0,Q461763
1397890,Don Heck,1397890,36,6,33991.72420492032,Q2548090
1404839,Sivalik Hills,1404839,5,23,3637.6666666665565,Q613624
1410477,Nickolas Ashford,1410477,3,14,1194.6457184446624,Q11791049
1410482,Michael Parkhurst,1410482,7,21,26089.38316050113,Q1360498
1410801,Sister Bliss,1410801,6,20,0.0,Q2920437
1412657,Tamil National Alliance,1412657,5,33,28058.999999999996,Q2303358
1423860,Pulaski (tool),1423860,9,18,1527.1400505005183,Q7259192
1426247,Rottenführer,1426247,4,14,6241.0,Q638264
1427333,Joan Finney,1427333,2,0,0.0,Q881230
1428820,Rodney Jerkins,1428820,8,5,103070.43817015177,Q727151
1430202,National Memorial Arboretum,1430202,4,12,8579.257386759715,Q6974297
1431028,Maine House of Representatives,1431028,60,0,8359.647307260047,Q909004
1433281,Dean Ashton,1433281,1,4,0.0,Q342246
1434721,Tim Murphy (American politician),1434721,14,2,628.2399432785571,Q2434181
1439152,British Rail Class 91,1439152,2,16,293.13431487357366,Q1114573
1439540,Trent Dilfer,1439540,3,11,1006.1905549607444,Q195442
1440532,Irfan Habib,1440532,2,14,0.0,Q3154342
1440550,Valeri Bojinov,1440550,2,4,1564.1027038196746,Q310737
1441632,Fusion Party,1441632,2,14,1404.1643511001919,Q5510268
1444074,Sean Fitzpatrick,1444074,1,24,0.0,Q600196
1445842,Denis Savard,1445842,3,17,0.0,Q1187631
1447268,Sophie Muller,1447268,5,5,39681.88046564311,Q242859
1447790,Jeffrey Lundgren,1447790,2,0,0.9835620854544767,Q967717
1449979,House of Burke,1449979,2,12,9550.328286707598,Q15954727
1450457,Headley Grange,1450457,2,5,0.0,Q1034647
1450984,"University City, Philadelphia",1450984,2,11,0.0,Q3551333
1451846,Trevor Sinclair,1451846,2,21,37416.0,Q433702
1452052,Thomas Percy (Gunpowder Plot),1452052,9,36,3122.161904761905,Q2702189
1453101,David Marr (journalist),1453101,1,14,0.0,Q5237147
1453487,Günther Blumentritt,1453487,1,14,0.0,Q57793
1456271,"Carrick, Scotland",1456271,18,3,237.58472974893135,Q4216038
1458713,The Great Muppet Caper,1458713,1,14,0.0,Q1218526
1460333,Conrad Haas,1460333,1,14,0.0,Q697581
1461428,Boots Randolph,1461428,1,5,0.0,Q781767
1463268,Cliff Branch,1463268,3,11,1965.202196869934,Q1101091
1464965,Bob Davie (American football),1464965,9,11,111971.98205277104,Q4932220
1466074,Nile Kinnick,1466074,3,11,1321.078682641716,Q321573
1470725,Lamella (mycology),1470725,6,8,878.4362605672661,Q269345
1470979,Brian Sabean,1470979,2,2,0.0,Q4965207
1471198,Juchitán de Zaragoza,1471198,1,5,0.0,Q1710837
1472831,Albert Bushnell Hart,1472831,3,11,620.0669640228526,Q4709846
1473211,The Chronicle of Higher Education,1473211,5,14,17199.24637300038,Q73617
1475804,Katherine MacGregor,1475804,3,14,623.2113471981218,Q435455
1481390,Peter King (sportswriter),1481390,3,11,13064.927519267168,Q7175203
1481642,Tia Mowry,1481642,5,18,1580.821530345972,Q956479
1483025,Gunfight at the O.K. Corral (film),1483025,3,5,17865.89753612614,Q232222
1483036,Rhode Island House of Representatives,1483036,58,0,6724.80466457886,Q1734753
1483595,Case Anton,1483595,6,12,6575.146340575786,Q691565
1486232,Oarfish,1486232,1,8,0.0,Q1078201
1487520,Glienicke Bridge,1487520,2,16,6241.0,Q694708
1494061,Bobby Bell,1494061,2,11,3401.2869894855153,Q549873
1494073,Lem Barney,1494073,2,11,0.25,Q1816747
1495883,Jerry Burns,1495883,1,11,0.0,Q1687801
1498233,Dan Cruickshank,1498233,2,14,1194.6457184446624,Q285197
1499394,Doug La Follette,1499394,27,0,11264.901950315296,Q5300647
1503197,List of Country Music Hall of Fame inductees,1503197,1,19,0.0,Q869414
1503921,Hidden track,1503921,8,19,26712.745358557117,Q927803
1510042,Ant-Man,1510042,61,6,2068.228189593028,Q2420783
1510621,Alan Hutton,1510621,3,4,2884.968905578348,Q310037
1514940,Fred Smoot,1514940,1,11,0.0,Q5496310
1516642,Burgundian Netherlands,1516642,6,14,36.025039040993526,Q157109
1516856,"Jonathan Davies (rugby, born 1962)",1516856,3,4,7188.160234507687,Q1115849
1518677,Royal Scots Fusiliers,1518677,14,12,12322.31238634755,Q3091157
1519414,Wendell Corey,1519414,5,14,26296.874717995717,Q1340156
1524751,College GameDay (football TV program),1524751,25,11,648604.9801359545,Q1109034
1525574,FAI Cup,1525574,4,4,87913.29686492692,Q338594
1526417,Fran Warren,1526417,2,15,46267.383203792466,Q534244
1527131,Gelsey Kirkland,1527131,1,5,0.0,Q1499824
1528132,Gregg Berhalter,1528132,9,21,44869.07214069989,Q708694
1528736,Allan Nairn,1528736,1,5,0.0,Q326202
1528966,Alex Mack,1528966,7,11,24320.550236337316,Q3610689
1529042,Peter F. Paul,1529042,5,6,14.920522522835668,Q7173909
1531632,New York Court of Appeals,1531632,5,26,28030.82253459135,Q11991268
1532436,Aetherius Society,1532436,2,0,0.0,Q164594
1535777,Conservative Party (United States),1535777,28,2,0.0,Q21070703
1545452,Dharmaśāstra,1545452,5,23,31185.0,Q1076046
1547532,Ivan Ljubičić,1547532,3,13,0.0,Q261095
1548355,Doris Matsui,1548355,165,2,7325.278051396182,Q399561
1548538,Monarda,1548538,2,8,6240.999999999999,Q157665
1548865,Oxfordshire and Buckinghamshire Light Infantry,1548865,19,12,65383.67792004488,Q7115609
1552015,Winter weather advisory,1552015,3,18,0.0,Q8026356
1553364,Kevin Ollie,1553364,1,11,0.0,Q2779315
1553430,John Bach McMaster,1553430,4,11,6945.582356243689,Q15513520
1555236,Scone Palace,1555236,9,3,267.2800083642754,Q1269394
1555336,Timi Yuro,1555336,1,5,0.0,Q448740
1555601,Fred Lebow,1555601,2,13,0.0,Q705507
1557739,Ruth Roman,1557739,2,29,12479.999999999998,Q59651
1561652,Highland Light Infantry,1561652,17,12,2859.449924057471,Q5758886
1562387,Earl of Douglas,1562387,22,3,26651.861277415006,Q15063408
1563139,Mbabaram language,1563139,1,12,0.0,Q3303475
1566564,Judy Canova,1566564,1,29,0.0,Q5837620
1567680,Edward Arnold (actor),1567680,4,14,48261.78828355765,Q522803
1567759,Martin Stadium,1567759,3,11,5227.44878324748,Q2409690
1571336,Charles McGraw,1571336,1,29,0.0,Q330840
1573783,DW Stadium,1573783,7,4,53913.89417298596,Q494388
1575376,Oviraptorosauria,1575376,5,8,0.25,Q131411
1577893,Hitchin Town F.C.,1577893,2,4,32015.694710410065,Q5871864
1578500,Gene Barry,1578500,3,29,24955.0,Q558368
1584206,Fourragère,1584206,6,12,22506.10467007918,Q16752165
1584983,McCovey Cove,1584983,2,7,0.0,Q6800607
1587766,Duncan Hines,1587766,1,0,0.0,Q3041237
1589278,Kermode bear,1589278,2,8,0.0,Q525781
1589601,1990–91 NFL playoffs,1589601,8,11,25726.444425112833,Q4586569
1589837,Nick Hurd,1589837,11,9,415.68695255599346,Q691299
1590493,North West Cambridgeshire (UK Parliament constituency),1590493,2,9,359.1772738332388,Q1051617
1593919,Wagon tragedy,1593919,1,0,0.0,Q7959661
1594225,Kurt Hamrin,1594225,2,4,6241.0,Q363766
1595995,Madrid Accords,1595995,2,23,727.5611403907909,Q549912
1596828,"Marjorie, Countess of Carrick",1596828,21,3,260.9929922964048,Q273307
1600169,United States House Committee on the Budget,1600169,49,2,6183.561843348586,Q11899544
1601451,Goodbye (Spice Girls song),1601451,5,19,0.0,Q2615973
1601910,Dublin and Monaghan bombings,1601910,1,16,0.0,Q2870015
1602443,Ralph Peters,1602443,2,1,0.0,Q7287957
1604706,John B. Goodenough,1604706,1,14,0.0,Q906529
1606601,Little Black Book,1606601,1,14,0.0,Q1212304
1607691,Reconciliation (United States Congress),1607691,25,0,100.49054921602543,Q177997
1608235,Coffee Crisp,1608235,1,5,0.0,Q2981822
1608975,Horsemint,1608975,1,8,0.0,Q5905850
1613019,Phil Coulter,1613019,2,5,2676.1514090320875,Q715859
1613083,Wolverine (disambiguation),1613083,1,8,0.0,Q348619
1616093,Lieutenant Governor of Illinois,1616093,21,0,1498.0795588030012,Q3238288
1616356,Orsk,1616356,1,5,0.0,Q47166
1618688,Target fixation,1618688,1,14,0.0,Q2394142
1620623,Donna Hanover,1620623,3,0,12480.0,Q2384259
1621649,Canowindra,1621649,1,5,0.0,Q2164011
1624080,Sheryl Sandberg,1624080,6,14,192449.9210035811,Q234653
1625584,Michael Morhaime,1625584,4,16,0.9999999999999999,Q52994
1629175,G.D. Estoril Praia,1629175,2,4,0.0,Q634829
1629257,Moreirense F.C.,1629257,1,4,0.0,Q1346314
1629972,Stanley Plotkin,1629972,1,14,0.0,Q7599873
1631951,Water speed record,1631951,1,8,0.0,Q1420845
1633206,Tyson Chandler,1633206,2,0,45020.00828497872,Q297146
1633668,Tim Green,1633668,2,11,26287.262609366648,Q2773687
1635683,Supreme Court of Florida,1635683,30,2,20045.133422273633,Q3001105
1640900,Royal Warwickshire Regiment,1640900,13,12,6677.5866978216045,Q3725651
1641675,Walter Berry (basketball),1641675,3,7,6241.0,Q2568192
1642945,Mike Dunleavy,1642945,1,0,0.0,Q1588701
1647061,Yisrael Beiteinu,1647061,11,14,25562.728586896337,Q514442
1648804,ESPNU,1648804,15,11,739246.3264073618,Q3046165
1649637,Baltimore County Executive,1649637,4,0,0.0,Q4852842
1650402,George Tobias,1650402,1,14,0.0,Q43883
1650700,List of foreign-born United States politicians,1650700,25,0,19146.578076641563,Q6620959
1651002,Oupa Gqozo,1651002,1,14,0.0,Q1769272
1651899,FC Dinamo Minsk,1651899,4,4,9012.476633421851,Q211477
1654546,Courtney Hansen,1654546,1,7,0.0,Q5178614
1659131,The Sign and the Seal,1659131,2,14,0.0,Q7764155
1659292,First War of Scottish Independence,1659292,56,3,11118.236137688207,Q3242848
1662671,Parklife (song),1662671,1,20,0.0,Q84229
1664357,John Howard (British Army officer),1664357,3,12,0.0,Q1700506
1669640,England national football team records and statistics,1669640,5,4,79854.58532830466,Q5378035
1672835,Larry Sabato,1672835,2,0,1.699304654110967,Q6491061
1673155,United States House Committee on Ethics,1673155,51,2,40026.02103715849,Q7889967
1673812,Saitama Super Arena,1673812,3,15,0.0,Q1052149
1677322,Miniature book,1677322,4,14,0.0,Q855753
1679653,Mantovani,1679653,3,0,149358.53441719053,Q505683
1679656,Ray Wilson (English footballer),1679656,4,4,0.0,Q249912
1680070,Robinson Crusoe on Mars,1680070,1,18,0.0,Q2562723
1683220,USS San Jacinto (1850),1683220,4,0,0.0,Q3471488
1683741,Office of Naval Research,1683741,3,14,0.0,Q1063818
1687460,Carlos Bianchi,1687460,6,22,12022.627638097489,Q449873
1687523,Battle of Cocos,1687523,9,12,20560.336057433567,Q2981856
1688653,Montana House of Representatives,1688653,61,0,5551.261531239006,Q1257237
1690888,Never Gone,1690888,5,15,26181.55480735392,Q1203045
1691624,Club Olimpia,1691624,8,22,31548.532027788857,Q604589
1694525,74th United States Congress,1694525,55,2,638.3481828539586,Q4643381
1697202,Kim Mulkey,1697202,4,7,0.0,Q2475545
1700486,Infantry square,1700486,3,12,23839.14701765591,Q639509
1701007,Deborah Watling,1701007,3,9,0.0,Q5102271
1701028,Jack Watling,1701028,3,9,0.0,Q3157337
1701609,Hymenolepis diminuta,1701609,2,3,0.0,Q2706090
1702307,Dick Stockton,1702307,12,11,85677.52453044224,Q5273421
1703333,Izz ad-Din al-Qassam Brigades,1703333,6,14,23141.304944400737,Q1475112
1705493,Orpington (UK Parliament constituency),1705493,6,9,2917.524930911319,Q1050914
1707460,Flanders Field American Cemetery and Memorial,1707460,6,12,2384.839190392991,Q2216737
1707908,Jeremy Mayfield,1707908,6,7,26311.841416890933,Q3164204
1712282,"Alphonso, Earl of Chester",1712282,4,3,65.2578538426761,Q1475199
1712868,Comptroller of Maryland,1712868,7,0,591.6417645430901,Q5157197
1713425,Robroyston,1713425,2,3,0.2922473867595819,Q7353484
1713494,King Edward,1713494,4,3,2.28663220757166,Q1216813
1715325,Sealink,1715325,2,3,6241.0,Q7440651
1720308,Beauvais Cathedral,1720308,1,5,0.0,Q513300
1723057,Automotive head unit,1723057,2,19,0.0,Q124871
1723364,Francis Lai,1723364,2,5,12480.0,Q223408
1725034,Dogri language,1725034,1,15,0.0,Q32730
1730698,Kathy Lette,1730698,2,14,0.0,Q6377255
1730904,John Lockwood Kipling,1730904,3,12,17013.885262934462,Q538533
1732019,Gary Ablett Jr.,1732019,4,14,3881.9573701767877,Q3098509
1734439,Ralph Earnhardt,1734439,3,7,0.0,Q668638
1740205,Steven V. Roberts,1740205,1,2,0.0,Q7615343
1741161,Hordak,1741161,7,6,18691.726658552907,Q951535
1751082,Energy dome,1751082,1,14,0.0,Q5377039
1752433,Paine Field,1752433,1,5,0.0,Q838219
1754841,Nitto Denko,1754841,2,6,6241.0,Q763637
1758658,Hugo van der Goes,1758658,14,14,85742.4483587695,Q215251
1759728,Gethin Jenkins,1759728,7,24,155393.37405775234,Q934631
1762573,Robbie Robertson (comics),1762573,53,6,396.8263761432024,Q944573
1770867,Josh Lewsey,1770867,3,24,34.064512705483665,Q364461
1771393,Supreme Court of Missouri,1771393,10,0,5318.759254378158,Q2493768
1775240,Nancy Soderberg,1775240,2,0,0.0,Q6962999
1783345,Bioerosion,1783345,2,8,0.0,Q4120531
1785736,David Pearson (racing driver),1785736,9,7,7330.044653204567,Q946583
1789477,Charles Eastman,1789477,4,14,15518.797506603565,Q582476
1793033,List of Ottawa Senators head coaches,1793033,7,17,2077.750000000258,Q6378146
1796594,Ron English,1796594,2,19,11400.754091503082,Q582475
1797909,Altrincham and Sale West (UK Parliament constituency),1797909,5,9,419.7580030953724,Q588969
1798355,Michigan State–Penn State football rivalry,1798355,3,11,12481.0,Q6483902
1804661,Bureau of Meteorology,1804661,7,3,16528.50670823451,Q923429
1808403,Boston and Skegness (UK Parliament constituency),1808403,1,9,0.0,Q3137757
1809291,Floyd Abrams,1809291,2,14,6241.000000000002,Q3365171
1810159,National War Memorial (Canada),1810159,2,12,1636.2272888771138,Q2091081
1810677,Russian State Library,1810677,12,14,55103.71269533668,Q1048694
1810756,Tatton (UK Parliament constituency),1810756,7,9,1063.025011281561,Q988027
1811282,Wirral West (UK Parliament constituency),1811282,4,9,0.0,Q767602
1811557,I Am Furious (Yellow),1811557,3,6,0.0,Q3362748
1814189,Vincenzo Iaquinta,1814189,2,22,6241.000000000001,Q191869
1816706,John H. Baker Jr.,1816706,2,0,130.5744180316528,Q6220382
1817382,Richardson Dilworth,1817382,3,0,0.0,Q7330328
1818617,Kyla,1818617,2,25,6240.999999999998,Q153234
1818999,Maidenhead (UK Parliament constituency),1818999,5,9,1030.042663346573,Q3336813
1821948,Jaki Graham,1821948,2,19,11544.07784698152,Q436500
1822802,2003 Texas redistricting,1822802,7,2,14.246157471475177,Q4601897
1825163,London Scottish (regiment),1825163,1,12,0.0,Q6670760
1825886,Craig Hodges,1825886,1,7,0.0,Q1273409
1827306,Cape York meteorite,1827306,2,8,6241.000000000002,Q1034516
1828012,Witney (UK Parliament constituency),1828012,1,9,0.0,Q874194
1829061,Lucie Silvas,1829061,1,19,0.0,Q241989
1829103,Fareham (UK Parliament constituency),1829103,4,9,316.1242125928352,Q1080418
1829784,Chatham and Aylesford (UK Parliament constituency),1829784,2,9,6241.0,Q3239111
1829798,Esher and Walton (UK Parliament constituency),1829798,5,9,13.661790478391323,Q3138391
1831690,Greatest Hits (Mariah Carey album),1831690,1,19,0.0,Q600034
1832112,Frank Sinclair,1832112,2,4,244289.50017109342,Q657039
1833012,Diarmaid MacCulloch,1833012,1,14,0.0,Q432994
1834524,Tim Flowers,1834524,6,4,34050.89675634462,Q527271
1838996,Suresnes,1838996,1,12,0.0,Q193929
1839440,Kenny Jackett,1839440,2,4,5379.445886553969,Q10601
1840445,Lamar High School (Houston),1840445,1,14,0.0,Q6480866
1840488,Martha Henry,1840488,3,14,7621.136417050318,Q3295158
1840670,Jerry Manuel,1840670,5,7,60257.218070347066,Q3177485
1842923,Billie Dove,1842923,2,14,3088.0159782093565,Q1752678
1845134,List of years in home video,1845134,6,14,49872.66666666667,Q11151222
1846915,Stadion Maksimir,1846915,5,4,34386.9844654216,Q723603
1847989,West Philadelphia,1847989,2,11,0.0,Q767950
1850095,Daniel Kawczynski,1850095,6,9,1912.8286111344557,Q692315
1851663,John Mackey (businessman),1851663,1,14,0.0,Q6246250
1854850,James Brokenshire,1854850,15,9,5696.536864128205,Q265140
1855074,Sammy Wilson (politician),1855074,3,9,1.9621248849190027,Q262040
1855637,Percy Helton,1855637,1,14,0.0,Q727310
1858394,Norman Cota,1858394,1,12,0.0,Q768816
1859085,Michael Dertouzos,1859085,7,25,18721.499999999996,Q92994
1862295,Primo Colón,1862295,7,15,103.03346723699195,Q325497
1862783,Timeline of Scottish history,1862783,19,3,28104.351071800564,Q2966996
1864257,Efforts to impeach George W. Bush,1864257,5,0,23.21020978584293,Q3326788
1865410,J. I. Rodale,1865410,3,14,12547.250327717515,Q1687744
1866834,Daniel Bryan,1866834,12,15,103969.49953804223,Q299355
1867194,1968 Republican National Convention,1867194,5,0,4072.0054148532336,Q4573206
1869047,Manhunter (comics),1869047,39,6,1204.9799768644264,Q6315837
1870163,Cyfraith Hywel,1870163,2,3,6241.000000000001,Q63300138
1871869,Tobias Ellwood,1871869,2,9,2182.4396199175776,Q303299
1872058,Grant Shapps,1872058,19,9,16395.937005724885,Q478596
1872687,David Mundell,1872687,15,9,8646.94621094868,Q333520
1872760,Douglas Carswell,1872760,6,9,19792.33369519361,Q269322
1873069,Shailesh Vara,1873069,11,9,1742.1329770836915,Q267234
1873585,Stephen Crabb,1873585,2,9,6241.0,Q291393
1873658,Peter Bone,1873658,9,9,32530.840100483627,Q264426
1873811,Kinnick Stadium,1873811,2,11,0.0,Q3197181
1873976,United States Marine Band,1873976,4,12,11249.807885874492,Q3550743
1874076,Kibbie Dome,1874076,3,11,12777.81314375435,Q6403974
1877082,European Library,1877082,4,14,10246.06151240862,Q240304
1879048,NASCAR Hall of Fame,1879048,7,7,19184.447712148092,Q1443089
1880864,Shirley Stoler,1880864,1,14,0.0,Q7498855
1882299,Vince Dooley,1882299,6,11,19638.639514486415,Q7931484
1886358,Folsom Field,1886358,1,11,0.0,Q3075131
1890240,Alexandra Pelosi,1890240,2,0,0.0,Q2325554
1890893,Sharmell,1890893,4,15,0.0,Q596551
1891811,Byron Cherry,1891811,1,5,0.0,Q3647874
1892350,Cerro Porteño,1892350,4,22,3120.0,Q914086
1894815,HNoMS Helge Ingstad (F313),1894815,12,28,27255.151679910516,Q3439986
1894832,HNoMS Thor Heyerdahl (F314),1894832,8,28,106.28683673922747,Q3436458
1894924,Six-Five Special,1894924,7,5,62354.00000000001,Q17020441
1898178,Canadair CL-415,1898178,4,18,12480.885490196077,Q164341
1899404,David Gentleman,1899404,2,9,0.0,Q3017956
1900542,Great Fire of 1910,1900542,6,18,24678.415666372275,Q5599181
1901979,Vaught–Hemingway Stadium,1901979,5,11,2599.6299442013064,Q3555083
1902872,Elizabeth Bentley,1902872,5,16,150159.69378969644,Q537842
1911275,Automatic weather station,1911275,1,3,0.0,Q846837
1912487,Abu'l-Hasan Ali of Granada,1912487,2,23,0.0,Q335624
1915219,KABC-TV,1915219,11,18,55666.9726848901,Q3029971
1916550,Clan MacDougall,1916550,16,3,302.0592440659011,Q912664
1918652,Justin Morneau,1918652,4,7,1607.318104129515,Q127585
1919271,Tawny Little,1919271,4,5,8066.509051939096,Q3981643
1920244,Siberian Express,1920244,2,18,18717.0,Q7507001
1921482,John Barrowman,1921482,3,14,7540.5164023408215,Q24632
1922437,Hook shot,1922437,1,7,0.0,Q1569957
1924889,Nikolay Davydenko,1924889,4,13,93405.0,Q191736
1928801,Edith Jones,1928801,4,0,1648.2104125075102,Q377110
1929039,Joel Moses,1929039,1,25,0.0,Q93129
1939273,Antonín Panenka,1939273,3,4,255846.6519123329,Q204978
1941591,Gorky Park (film),1941591,1,5,0.0,Q594307
1941766,George Teague,1941766,1,11,0.0,Q5545113
1945618,Lena Philipsson,1945618,2,5,5492.166243940555,Q235825
1949968,Sprint football,1949968,1,11,0.0,Q7581310
1951282,Winifred Holtby,1951282,7,14,84967.93763395635,Q523578
1953739,Robert Liston,1953739,1,14,0.0,Q715460
1953953,Bootham School,1953953,1,9,0.0,Q4943906
1954702,Luther Burger,1954702,1,0,0.0,Q1094305
1959650,Markus Rosenberg,1959650,1,4,0.0,Q107796
1967308,Mestalla Stadium,1967308,5,4,163926.90925638282,Q202762
1974177,Neill Collins,1974177,4,21,270.17263909103974,Q1365656
1979981,Chestnut (color),1979981,1,8,0.0,Q2040833
1982414,Mars Ravelo,1982414,1,6,0.0,Q10975877
1986167,Sean Nelson,1986167,2,5,0.0,Q7441294
1986957,Bob Harras,1986957,22,6,217.8628027930532,Q2907698
1987049,Damon Allen,1987049,2,11,0.0,Q5212802
1987915,Rancho del Cielo,1987915,4,18,12498.369929047558,Q2153479
1988627,Matthew Yglesias,1988627,2,0,6241.000000000002,Q6791456
