,Cluster,Degree,Id,Label,Probability,Qid,Topic,clustering,modularity_class
710,6.0,1.0,18208266.0,Fertility and intelligence,0.1778208613395691,Q5445578,STEM.Technology,0.0,29.0
711,6.0,1.0,18208266.0,Fertility and intelligence,0.16442059183120727,Q5445578,Geography.Regions.Asia.Asia*,0.0,29.0
712,6.0,1.0,18208266.0,Fertility and intelligence,0.15611489117145538,Q5445578,History_and_Society.Military_and_warfare,0.0,29.0
713,6.0,1.0,18208266.0,Fertility and intelligence,0.11597072333097458,Q5445578,History_and_Society.Society,0.0,29.0
714,6.0,1.0,18208266.0,Fertility and intelligence,0.0,Q5445578,Geography.Regions.Asia.Southeast_Asia,0.0,29.0
715,6.0,1.0,18208266.0,Fertility and intelligence,0.0,Q5445578,Geography.Regions.Americas.Central_America,0.0,29.0
716,6.0,1.0,18208266.0,Fertility and intelligence,0.0,Q5445578,Geography.Regions.Asia.East_Asia,0.0,29.0
717,6.0,1.0,18208266.0,Fertility and intelligence,0.0,Q5445578,Geography.Regions.Americas.North_America,0.0,29.0
718,6.0,1.0,18208266.0,Fertility and intelligence,0.0,Q5445578,Geography.Regions.Asia.South_Asia,0.0,29.0
719,1.0,5.0,1198098.0,Aruba national football team,0.49454163217544556,Q459101,Geography.Regions.Americas.Central_America,0.6,15.0
720,1.0,5.0,1198098.0,Aruba national football team,0.3998216390609741,Q459101,Culture.Sports,0.6,15.0
721,14.0,5.0,28636190.0,Repton Abbey,0.8903042674064636,Q7314363,Geography.Regions.Europe.Europe*,1.0,27.0
722,14.0,5.0,28636190.0,Repton Abbey,0.8311530351638794,Q7314363,Geography.Regions.Europe.Northern_Europe,1.0,27.0
723,14.0,5.0,28636190.0,Repton Abbey,0.3140605390071869,Q7314363,Culture.Philosophy_and_religion,1.0,27.0
724,14.0,5.0,28636190.0,Repton Abbey,0.14415885508060455,Q7314363,History_and_Society.History,1.0,27.0
725,14.0,5.0,28636190.0,Repton Abbey,0.13661839067935944,Q7314363,Geography.Geographical,1.0,27.0
726,4.0,2.0,27150054.0,"Dudu (footballer, born 1992)",0.99753737449646,Q1341709,Culture.Sports,1.0,20.0
727,4.0,2.0,27150054.0,"Dudu (footballer, born 1992)",0.9911626577377319,Q1341709,Culture.Biography.Biography*,1.0,20.0
728,4.0,2.0,27150054.0,"Dudu (footballer, born 1992)",0.4334051480293274,Q1341709,Geography.Regions.Americas.South_America,1.0,20.0
729,4.0,1.0,9647782.0,Anita Harris,0.9987257122993469,Q549789,Culture.Biography.Biography*,0.0,2.0
730,4.0,1.0,9647782.0,Anita Harris,0.5698626637458801,Q549789,Culture.Biography.Women,0.0,2.0
731,4.0,1.0,9647782.0,Anita Harris,0.4532718360424042,Q549789,Culture.Media.Media*,0.0,2.0
732,4.0,1.0,9647782.0,Anita Harris,0.22271016240119934,Q549789,Culture.Media.Music,0.0,2.0
733,4.0,1.0,9647782.0,Anita Harris,0.0,Q549789,Geography.Regions.Europe.Europe*,0.0,2.0
734,4.0,1.0,9647782.0,Anita Harris,0.0,Q549789,Geography.Regions.Europe.Northern_Europe,0.0,2.0
735,4.0,1.0,9647782.0,Anita Harris,0.0,Q549789,Geography.Regions.Americas.North_America,0.0,2.0
736,0.0,4.0,38173632.0,Nathaniel Hackett,0.998142421245575,Q6969650,Culture.Biography.Biography*,0.5,19.0
737,0.0,4.0,38173632.0,Nathaniel Hackett,0.4765896201133728,Q6969650,Culture.Sports,0.5,19.0
738,0.0,4.0,38173632.0,Nathaniel Hackett,0.0,Q6969650,Geography.Regions.Americas.North_America,0.5,19.0
739,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,1.0,Q16147458,Compilation.List_Disambig,1.0,19.0
740,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.26285186409950256,Q16147458,Culture.Biography.Biography*,1.0,19.0
741,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.1520422399044037,Q16147458,History_and_Society.Politics_and_government,1.0,19.0
742,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.1520422399044037,Q16147458,Culture.Sports,1.0,19.0
743,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.11280541121959686,Q16147458,History_and_Society.History,1.0,19.0
744,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.0,Q16147458,Geography.Regions.Europe.Europe*,1.0,19.0
745,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.0,Q16147458,Geography.Regions.Americas.North_America,1.0,19.0
746,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.0,Q16147458,Geography.Regions.Europe.Northern_Europe,1.0,19.0
747,0.0,2.0,17122312.0,List of Atlanta Falcons head coaches,0.0,Q16147458,Geography.Regions.Asia.Asia*,1.0,19.0
748,0.0,4.0,4370880.0,Ice Follies,0.9955416321754456,Q5985273,Culture.Sports,0.0,19.0
749,0.0,4.0,4370880.0,Ice Follies,0.11280541121959686,Q5985273,History_and_Society.Business_and_economics,0.0,19.0
750,0.0,4.0,4370880.0,Ice Follies,0.0,Q5985273,Geography.Regions.Americas.North_America,0.0,19.0
751,3.0,21.0,42307048.0,Timeline of Opportunity (rover),0.29422497749328613,Q16000500,STEM.STEM*,0.809524,17.0
752,3.0,21.0,42307048.0,Timeline of Opportunity (rover),0.0,Q16000500,Geography.Regions.Asia.Asia*,0.809524,17.0
753,3.0,21.0,42307048.0,Timeline of Opportunity (rover),0.0,Q16000500,Geography.Regions.Americas.North_America,0.809524,17.0
754,3.0,21.0,42307048.0,Timeline of Opportunity (rover),0.0,Q16000500,Geography.Regions.Europe.Europe*,0.809524,17.0
755,3.0,6.0,577570.0,Bloodhound (missile),1.0000100135803223,Q672227,History_and_Society.Military_and_warfare,0.4,15.0
756,3.0,6.0,577570.0,Bloodhound (missile),0.6370407938957214,Q672227,History_and_Society.Transportation,0.4,15.0
757,3.0,6.0,577570.0,Bloodhound (missile),0.5312193632125854,Q672227,STEM.Engineering,0.4,15.0
758,3.0,6.0,577570.0,Bloodhound (missile),0.348655104637146,Q672227,STEM.STEM*,0.4,15.0
759,3.0,6.0,577570.0,Bloodhound (missile),0.07650540971755981,Q672227,Geography.Regions.Europe.Northern_Europe,0.4,15.0
760,3.0,6.0,577570.0,Bloodhound (missile),0.0068218579292297354,Q672227,Geography.Regions.Europe.Europe*,0.4,15.0
761,7.0,1.0,1657070.0,Sam Kydd,0.983095109462738,Q7407762,Culture.Biography.Biography*,0.0,2.0
762,7.0,1.0,1657070.0,Sam Kydd,0.13604079389572143,Q7407762,Geography.Regions.Europe.Europe*,0.0,2.0
763,7.0,1.0,1657070.0,Sam Kydd,0.1067005917429924,Q7407762,Culture.Media.Media*,0.0,2.0
764,7.0,1.0,1657070.0,Sam Kydd,0.10667316818237305,Q7407762,Geography.Regions.Europe.Northern_Europe,0.0,2.0
765,0.0,10.0,50446564.0,Austin Blythe,0.998599648475647,Q24053943,Culture.Sports,0.911111,19.0
766,0.0,10.0,50446564.0,Austin Blythe,0.983095109462738,Q24053943,Culture.Biography.Biography*,0.911111,19.0
767,0.0,10.0,50446564.0,Austin Blythe,0.0,Q24053943,Geography.Regions.Americas.North_America,0.911111,19.0
768,1.0,1.0,50328006.0,Daniel Wright (footballer),0.9919480085372925,Q24006473,Culture.Biography.Biography*,0.0,11.0
769,1.0,1.0,50328006.0,Daniel Wright (footballer),0.8175845146179199,Q24006473,Culture.Sports,0.0,11.0
770,1.0,1.0,50328006.0,Daniel Wright (footballer),0.0,Q24006473,Geography.Regions.Europe.Europe*,0.0,11.0
771,0.0,1.0,46521626.0,Titus Davis,0.9973783493041992,Q19867437,Culture.Biography.Biography*,0.0,19.0
772,0.0,1.0,46521626.0,Titus Davis,0.9263137578964233,Q19867437,Culture.Sports,0.0,19.0
773,0.0,1.0,46521626.0,Titus Davis,0.06886266374588013,Q19867437,Geography.Regions.Americas.North_America,0.0,19.0
774,0.0,12.0,57761952.0,Terry Williams (running back),0.9986850023269653,Q55634975,Culture.Biography.Biography*,0.8939389999999999,19.0
775,0.0,12.0,57761952.0,Terry Williams (running back),0.91965252161026,Q55634975,Culture.Sports,0.8939389999999999,19.0
776,0.0,12.0,57761952.0,Terry Williams (running back),0.0,Q55634975,Geography.Regions.Americas.North_America,0.8939389999999999,19.0
777,12.0,4.0,5495032.0,A. J. Guyton,0.9986850023269653,Q3600320,Culture.Sports,0.0,9.0
778,12.0,4.0,5495032.0,A. J. Guyton,0.998142421245575,Q3600320,Culture.Biography.Biography*,0.0,9.0
779,12.0,4.0,5495032.0,A. J. Guyton,0.3862146010398865,Q3600320,Geography.Regions.Americas.North_America,0.0,9.0
780,2.0,2.0,16915756.0,John Bonamego,1.0000100135803223,Q6222411,Culture.Biography.Biography*,0.0,3.0
781,2.0,2.0,16915756.0,John Bonamego,1.0000100135803223,Q6222411,Culture.Sports,0.0,3.0
782,2.0,2.0,16915756.0,John Bonamego,0.0,Q6222411,Geography.Regions.Americas.North_America,0.0,3.0
783,4.0,3.0,9895126.0,Carmen Twillie (actress),0.994098961353302,Q109193,Culture.Biography.Biography*,1.0,2.0
784,4.0,3.0,9895126.0,Carmen Twillie (actress),0.4532718360424042,Q109193,Culture.Media.Media*,1.0,2.0
785,4.0,3.0,9895126.0,Carmen Twillie (actress),0.44553956389427185,Q109193,Culture.Biography.Women,1.0,2.0
786,4.0,3.0,9895126.0,Carmen Twillie (actress),0.13297423720359802,Q109193,Culture.Media.Music,1.0,2.0
787,4.0,3.0,9895126.0,Carmen Twillie (actress),0.0,Q109193,Geography.Regions.Americas.North_America,1.0,2.0
788,3.0,3.0,6696.0,Chain mail,0.839743971824646,Q659631,History_and_Society.Military_and_warfare,0.0,15.0
789,3.0,3.0,6696.0,Chain mail,0.6654205918312073,Q659631,History_and_Society.History,0.0,15.0
790,3.0,3.0,6696.0,Chain mail,0.11280541121959686,Q659631,STEM.STEM*,0.0,15.0
791,0.0,1.0,7892672.0,Jevan Snead,0.9994215965270996,Q6189352,Culture.Sports,0.0,19.0
792,0.0,1.0,7892672.0,Jevan Snead,0.9937201142311096,Q6189352,Culture.Biography.Biography*,0.0,19.0
793,0.0,1.0,7892672.0,Jevan Snead,0.15742753648757934,Q6189352,Geography.Regions.Americas.North_America,0.0,19.0
794,0.0,3.0,9185348.0,Carroll Senior High School,0.8774868249893188,Q5046617,Geography.Regions.Americas.North_America,0.0,19.0
795,0.0,3.0,9185348.0,Carroll Senior High School,0.8267217874526978,Q5046617,History_and_Society.Education,0.0,19.0
796,1.0,2.0,28928830.0,Pablo (footballer),0.9924327731132507,Q7121706,Culture.Sports,1.0,11.0
797,1.0,2.0,28928830.0,Pablo (footballer),0.9855064153671265,Q7121706,Culture.Biography.Biography*,1.0,11.0
798,1.0,2.0,28928830.0,Pablo (footballer),0.0,Q7121706,Geography.Regions.Americas.South_America,1.0,11.0
799,3.0,4.0,29548146.0,Omar El Kaddouri,0.9992306232452393,Q2056827,Culture.Sports,0.5,15.0
800,3.0,4.0,29548146.0,Omar El Kaddouri,0.9984121918678284,Q2056827,Culture.Biography.Biography*,0.5,15.0
801,3.0,4.0,29548146.0,Omar El Kaddouri,0.2047950496673584,Q2056827,Geography.Regions.Africa.Africa*,0.5,15.0
802,3.0,4.0,29548146.0,Omar El Kaddouri,0.15036486291885376,Q2056827,Geography.Regions.Africa.Northern_Africa,0.5,15.0
803,3.0,4.0,29548146.0,Omar El Kaddouri,0.0,Q2056827,Geography.Regions.Europe.Europe*,0.5,15.0
804,3.0,4.0,29548146.0,Omar El Kaddouri,0.0,Q2056827,Geography.Regions.Europe.Western_Europe,0.5,15.0
805,0.0,20.0,14442458.0,1969 Ohio State vs. Michigan football game,0.9991804361343384,Q4573581,Culture.Sports,0.363158,19.0
806,0.0,20.0,14442458.0,1969 Ohio State vs. Michigan football game,0.10667316818237305,Q4573581,Geography.Regions.Americas.North_America,0.363158,19.0
807,2.0,1.0,58901678.0,Laurie Segall,0.994455099105835,Q29909088,Culture.Biography.Biography*,0.0,3.0
808,2.0,1.0,58901678.0,Laurie Segall,0.8872146010398865,Q29909088,Culture.Media.Media*,0.0,3.0
809,2.0,1.0,58901678.0,Laurie Segall,0.275139719247818,Q29909088,Culture.Biography.Women,0.0,3.0
810,2.0,1.0,58901678.0,Laurie Segall,0.13661839067935944,Q29909088,Culture.Literature,0.0,3.0
811,2.0,1.0,58901678.0,Laurie Segall,0.0,Q29909088,Geography.Regions.Americas.North_America,0.0,3.0
812,4.0,2.0,2836962.0,Estadio Libertadores de América,0.9466066956520081,Q1192458,Geography.Regions.Americas.South_America,0.0,20.0
813,4.0,2.0,2836962.0,Estadio Libertadores de América,0.8596737384796143,Q1192458,Culture.Sports,0.0,20.0
814,2.0,6.0,6791706.0,Andrew Miller (baseball),0.9996640086174011,Q2846688,Culture.Sports,0.06666699999999999,21.0
815,2.0,6.0,6791706.0,Andrew Miller (baseball),0.9994029402732849,Q2846688,Culture.Biography.Biography*,0.06666699999999999,21.0
816,2.0,6.0,6791706.0,Andrew Miller (baseball),0.08411114120483398,Q2846688,Geography.Regions.Americas.North_America,0.06666699999999999,21.0
817,1.0,1.0,44325758.0,Jessy Tremouliere,0.9955416321754456,Q15720581,Culture.Biography.Biography*,0.0,12.0
818,1.0,1.0,44325758.0,Jessy Tremouliere,0.9871888160705566,Q15720581,Culture.Sports,0.0,12.0
819,1.0,1.0,44325758.0,Jessy Tremouliere,0.1732981950044632,Q15720581,Culture.Biography.Women,0.0,12.0
820,1.0,1.0,44325758.0,Jessy Tremouliere,0.0,Q15720581,Geography.Regions.Europe.Europe*,0.0,12.0
821,2.0,25.0,25592934.0,Help Wanted (SpongeBob SquarePants),0.9991269707679749,Q651276,Culture.Media.Television,0.753333,28.0
822,2.0,25.0,25592934.0,Help Wanted (SpongeBob SquarePants),0.996837317943573,Q651276,Culture.Media.Media*,0.753333,28.0
823,2.0,25.0,25592934.0,Help Wanted (SpongeBob SquarePants),0.1732981950044632,Q651276,Culture.Media.Entertainment,0.753333,28.0
824,10.0,2.0,546906.0,Mufti Mohammad Sayeed,0.9966334104537964,Q6095720,Culture.Biography.Biography*,0.0,10.0
825,10.0,2.0,546906.0,Mufti Mohammad Sayeed,0.3862146010398865,Q6095720,Geography.Regions.Asia.Asia*,0.0,10.0
826,10.0,2.0,546906.0,Mufti Mohammad Sayeed,0.37648682498931885,Q6095720,Geography.Regions.Asia.South_Asia,0.0,10.0
827,0.0,4.0,3152632.0,St. John Arena,0.9863731861114502,Q7588876,Culture.Sports,1.0,19.0
828,0.0,4.0,3152632.0,St. John Arena,0.6297846436500549,Q7588876,Geography.Regions.Americas.North_America,1.0,19.0
829,0.0,9.0,56139058.0,2018 Vanderbilt Commodores football team,0.9972090721130371,Q47004445,Culture.Sports,0.111111,19.0
830,16.0,2.0,6092970.0,Native Americans and World War II,0.8596737384796143,Q6979977,History_and_Society.Military_and_warfare,0.0,8.0
831,16.0,2.0,6092970.0,Native Americans and World War II,0.20690405368804932,Q6979977,History_and_Society.History,0.0,8.0
832,16.0,2.0,6092970.0,Native Americans and World War II,0.14415885508060455,Q6979977,STEM.STEM*,0.0,8.0
833,16.0,2.0,6092970.0,Native Americans and World War II,0.1067005917429924,Q6979977,History_and_Society.Transportation,0.0,8.0
834,16.0,2.0,6092970.0,Native Americans and World War II,0.0,Q6979977,Geography.Regions.Europe.Europe*,0.0,8.0
835,16.0,2.0,6092970.0,Native Americans and World War II,0.0,Q6979977,Geography.Regions.Americas.North_America,0.0,8.0
836,16.0,2.0,6092970.0,Native Americans and World War II,0.0,Q6979977,Geography.Regions.Asia.Asia*,0.0,8.0
837,16.0,2.0,6092970.0,Native Americans and World War II,0.0,Q6979977,Geography.Regions.Asia.East_Asia,0.0,8.0
838,7.0,15.0,1679152.0,Insignificance (film),0.9985088109970093,Q1755023,Culture.Media.Films,0.819048,23.0
839,7.0,15.0,1679152.0,Insignificance (film),0.99753737449646,Q1755023,Culture.Media.Media*,0.819048,23.0
840,7.0,15.0,1679152.0,Insignificance (film),0.0,Q1755023,Geography.Regions.Europe.Northern_Europe,0.819048,23.0
841,1.0,2.0,10046340.0,Dean Keates,0.9991804361343384,Q5246265,Culture.Biography.Biography*,1.0,11.0
842,1.0,2.0,10046340.0,Dean Keates,0.997894287109375,Q5246265,Culture.Sports,1.0,11.0
843,1.0,2.0,10046340.0,Dean Keates,0.0,Q5246265,Geography.Regions.Europe.Northern_Europe,1.0,11.0
844,1.0,2.0,10046340.0,Dean Keates,0.0,Q5246265,Geography.Regions.Europe.Europe*,1.0,11.0
845,2.0,6.0,1290720.0,Adrián Beltré,0.998803436756134,Q1062204,Culture.Biography.Biography*,0.06666699999999999,21.0
846,2.0,6.0,1290720.0,Adrián Beltré,0.9967369437217712,Q1062204,Culture.Sports,0.06666699999999999,21.0
847,2.0,6.0,1290720.0,Adrián Beltré,0.4163126816749573,Q1062204,Geography.Regions.Americas.North_America,0.06666699999999999,21.0
848,2.0,6.0,1290720.0,Adrián Beltré,0.19165198707580566,Q1062204,Geography.Regions.Americas.Central_America,0.06666699999999999,21.0
849,1.0,3.0,21313396.0,BG Pathum United F.C.,0.6992644667625427,Q1386893,Culture.Sports,0.0,11.0
850,1.0,3.0,21313396.0,BG Pathum United F.C.,0.4941046109199524,Q1386893,Geography.Regions.Asia.Southeast_Asia,0.0,11.0
851,1.0,3.0,21313396.0,BG Pathum United F.C.,0.4853731861114502,Q1386893,Geography.Regions.Asia.Asia*,0.0,11.0
852,5.0,2.0,593854.0,Susan Peters,0.9987257122993469,Q255800,Culture.Biography.Biography*,0.0,6.0
853,5.0,2.0,593854.0,Susan Peters,0.9724247455596924,Q255800,Culture.Biography.Women,0.0,6.0
854,5.0,2.0,593854.0,Susan Peters,0.6370407938957214,Q255800,History_and_Society.History,0.0,6.0
855,5.0,2.0,593854.0,Susan Peters,0.24809722805023193,Q255800,Geography.Regions.Americas.North_America,0.0,6.0
856,5.0,2.0,593854.0,Susan Peters,0.14034625887870789,Q255800,Culture.Media.Media*,0.0,6.0
857,5.0,2.0,593854.0,Susan Peters,0.12253321707248688,Q255800,History_and_Society.Society,0.0,6.0
858,5.0,2.0,593854.0,Susan Peters,0.0,Q255800,Geography.Regions.Europe.Europe*,0.0,6.0
859,5.0,2.0,593854.0,Susan Peters,0.0,Q255800,Geography.Regions.Europe.Northern_Europe,0.0,6.0
860,0.0,2.0,54624274.0,American Flag Football League,0.30736804008483887,Q39056015,Culture.Sports,0.0,19.0
861,0.0,2.0,54624274.0,American Flag Football League,0.0,Q39056015,Geography.Regions.Americas.North_America,0.0,19.0
862,0.0,10.0,10508844.0,Larry Highbaugh,0.9994572401046753,Q6490501,Culture.Sports,0.6,19.0
863,0.0,10.0,10508844.0,Larry Highbaugh,0.9579222798347473,Q6490501,Culture.Biography.Biography*,0.6,19.0
864,0.0,10.0,10508844.0,Larry Highbaugh,0.07650540971755981,Q6490501,Geography.Regions.Americas.North_America,0.6,19.0
865,9.0,4.0,25790858.0,Takariya Napaltjarri,0.9967369437217712,Q12859850,Culture.Biography.Biography*,1.0,5.0
866,9.0,4.0,25790858.0,Takariya Napaltjarri,0.8080772161483765,Q12859850,Culture.Visual_arts.Visual_arts*,1.0,5.0
867,9.0,4.0,25790858.0,Takariya Napaltjarri,0.7371681928634644,Q12859850,Culture.Biography.Women,1.0,5.0
868,9.0,4.0,25790858.0,Takariya Napaltjarri,0.06886266374588013,Q12859850,Geography.Regions.Oceania,1.0,5.0
869,2.0,19.0,28131602.0,The SpongeBob SquarePants Movie – Music from the Movie and More...,0.9972090721130371,Q7765994,Culture.Media.Media*,0.8947370000000001,28.0
870,2.0,19.0,28131602.0,The SpongeBob SquarePants Movie – Music from the Movie and More...,0.9579222798347473,Q7765994,Culture.Media.Music,0.8947370000000001,28.0
871,2.0,2.0,14145690.0,Malcolm Nance,0.9911626577377319,Q15486435,Culture.Biography.Biography*,1.0,3.0
872,2.0,2.0,14145690.0,Malcolm Nance,0.320831298828125,Q15486435,Culture.Media.Media*,1.0,3.0
873,2.0,2.0,14145690.0,Malcolm Nance,0.14805719256401062,Q15486435,History_and_Society.Politics_and_government,1.0,3.0
874,2.0,2.0,14145690.0,Malcolm Nance,0.1097157895565033,Q15486435,Culture.Philosophy_and_religion,1.0,3.0
875,2.0,2.0,14145690.0,Malcolm Nance,0.05348043346405029,Q15486435,Geography.Regions.Americas.North_America,1.0,3.0
876,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,1.0,Q6596620,Compilation.List_Disambig,1.0,19.0
877,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.26285186409950256,Q6596620,Culture.Biography.Biography*,1.0,19.0
878,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.1520422399044037,Q6596620,History_and_Society.Politics_and_government,1.0,19.0
879,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.1520422399044037,Q6596620,Culture.Sports,1.0,19.0
880,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.11280541121959686,Q6596620,History_and_Society.History,1.0,19.0
881,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.0,Q6596620,Geography.Regions.Europe.Europe*,1.0,19.0
882,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.0,Q6596620,Geography.Regions.Americas.North_America,1.0,19.0
883,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.0,Q6596620,Geography.Regions.Europe.Northern_Europe,1.0,19.0
884,0.0,2.0,17512190.0,List of Seattle Seahawks head coaches,0.0,Q6596620,Geography.Regions.Asia.Asia*,1.0,19.0
885,12.0,2.0,58596358.0,Brandon Clarke,0.9980222582817078,Q56809232,Culture.Biography.Biography*,1.0,9.0
886,12.0,2.0,58596358.0,Brandon Clarke,0.9972950220108032,Q56809232,Culture.Sports,1.0,9.0
887,1.0,5.0,42887186.0,Kyle Sinckler,0.9961855411529541,Q17018385,Culture.Biography.Biography*,0.7,12.0
888,1.0,5.0,42887186.0,Kyle Sinckler,0.9149109721183777,Q17018385,Culture.Sports,0.7,12.0
889,1.0,5.0,42887186.0,Kyle Sinckler,0.0,Q17018385,Geography.Regions.Europe.Northern_Europe,0.7,12.0
890,1.0,5.0,42887186.0,Kyle Sinckler,0.0,Q17018385,Geography.Regions.Europe.Europe*,0.7,12.0
891,17.0,1.0,2407332.0,Sergio Franchi,0.9959398508071899,Q782020,Culture.Biography.Biography*,0.0,11.0
892,17.0,1.0,2407332.0,Sergio Franchi,0.8933194279670715,Q782020,Culture.Media.Music,0.0,11.0
893,17.0,1.0,2407332.0,Sergio Franchi,0.7879412174224854,Q782020,Culture.Media.Media*,0.0,11.0
894,17.0,1.0,2407332.0,Sergio Franchi,0.12253321707248688,Q782020,Culture.Performing_arts,0.0,11.0
895,17.0,1.0,2407332.0,Sergio Franchi,0.0,Q782020,Geography.Regions.Europe.Europe*,0.0,11.0
896,1.0,5.0,25526560.0,Mario Gavranović,0.996837317943573,Q459184,Culture.Biography.Biography*,0.9,11.0
897,1.0,5.0,25526560.0,Mario Gavranović,0.9937201142311096,Q459184,Culture.Sports,0.9,11.0
898,1.0,5.0,25526560.0,Mario Gavranović,0.48578719997406006,Q459184,Geography.Regions.Europe.Western_Europe,0.9,11.0
899,1.0,5.0,25526560.0,Mario Gavranović,0.4804634323120117,Q459184,Geography.Regions.Europe.Europe*,0.9,11.0
900,1.0,5.0,25526560.0,Mario Gavranović,0.0,Q459184,Geography.Regions.Europe.Southern_Europe,0.9,11.0
901,1.0,1.0,3245962.0,Ross Wallace,0.9993836879730225,Q3442796,Culture.Biography.Biography*,0.0,11.0
902,1.0,1.0,3245962.0,Ross Wallace,0.9990094900131226,Q3442796,Culture.Sports,0.0,11.0
903,1.0,1.0,3245962.0,Ross Wallace,0.0,Q3442796,Geography.Regions.Europe.Northern_Europe,0.0,11.0
904,1.0,1.0,3245962.0,Ross Wallace,0.0,Q3442796,Geography.Regions.Europe.Europe*,0.0,11.0
905,7.0,3.0,1166688.0,Reginald Johnston,0.994455099105835,Q557192,Culture.Biography.Biography*,1.0,23.0
906,7.0,3.0,1166688.0,Reginald Johnston,0.1520422399044037,Q557192,History_and_Society.Politics_and_government,1.0,23.0
907,7.0,3.0,1166688.0,Reginald Johnston,0.14805719256401062,Q557192,History_and_Society.Education,1.0,23.0
908,7.0,3.0,1166688.0,Reginald Johnston,0.0,Q557192,Geography.Regions.Asia.Asia*,1.0,23.0
909,7.0,3.0,1166688.0,Reginald Johnston,0.0,Q557192,Geography.Regions.Asia.East_Asia,1.0,23.0
910,7.0,3.0,1166688.0,Reginald Johnston,0.0,Q557192,Geography.Regions.Europe.Northern_Europe,1.0,23.0
911,7.0,3.0,1166688.0,Reginald Johnston,0.0,Q557192,Geography.Regions.Europe.Europe*,1.0,23.0
912,0.0,4.0,13281082.0,List of Virginia Tech IMG Sports Network stations,1.0,Q6603599,Compilation.List_Disambig,0.5,19.0
913,0.0,4.0,13281082.0,List of Virginia Tech IMG Sports Network stations,0.7310686111450195,Q6603599,Culture.Sports,0.5,19.0
914,0.0,4.0,13281082.0,List of Virginia Tech IMG Sports Network stations,0.11921291798353195,Q6603599,Culture.Biography.Biography*,0.5,19.0
915,0.0,4.0,13281082.0,List of Virginia Tech IMG Sports Network stations,0.0,Q6603599,Geography.Regions.Americas.North_America,0.5,19.0
916,0.0,1.0,48733054.0,Jake Elliott,0.9931061863899231,Q22004199,Culture.Biography.Biography*,0.0,19.0
917,0.0,1.0,48733054.0,Jake Elliott,0.9914325475692749,Q22004199,Culture.Sports,0.0,19.0
918,0.0,1.0,48733054.0,Jake Elliott,0.03021936321258545,Q22004199,Geography.Regions.Americas.North_America,0.0,19.0
919,0.0,2.0,43701226.0,Tress Way,0.9954004287719727,Q18011309,Culture.Biography.Biography*,0.0,19.0
920,0.0,2.0,43701226.0,Tress Way,0.9679093360900879,Q18011309,Culture.Sports,0.0,19.0
921,0.0,2.0,43701226.0,Tress Way,0.08411114120483398,Q18011309,Geography.Regions.Americas.North_America,0.0,19.0
922,7.0,3.0,7709354.0,Daniel Gélin,0.9992778301239014,Q663553,Culture.Biography.Biography*,1.0,23.0
923,7.0,3.0,7709354.0,Daniel Gélin,0.270853506565094,Q663553,Geography.Regions.Europe.Europe*,1.0,23.0
924,7.0,3.0,7709354.0,Daniel Gélin,0.06118653917312622,Q663553,Geography.Regions.Europe.Western_Europe,1.0,23.0
925,0.0,2.0,2147828.0,History of the University of Michigan,0.1968362182378769,Q5870650,STEM.STEM*,1.0,19.0
926,0.0,2.0,2147828.0,History of the University of Michigan,0.15611489117145538,Q5870650,History_and_Society.History,1.0,19.0
927,0.0,2.0,2147828.0,History of the University of Michigan,0.14805719256401062,Q5870650,Culture.Philosophy_and_religion,1.0,19.0
928,0.0,2.0,2147828.0,History of the University of Michigan,0.11280541121959686,Q5870650,History_and_Society.Politics_and_government,1.0,19.0
929,0.0,2.0,2147828.0,History of the University of Michigan,0.1067005917429924,Q5870650,Culture.Media.Media*,1.0,19.0
930,0.0,2.0,2147828.0,History of the University of Michigan,0.0,Q5870650,Geography.Regions.Americas.North_America,1.0,19.0
931,0.0,2.0,2147828.0,History of the University of Michigan,0.0,Q5870650,Geography.Regions.Asia.Asia*,1.0,19.0
932,0.0,2.0,2147828.0,History of the University of Michigan,0.0,Q5870650,Geography.Regions.Asia.South_Asia,1.0,19.0
933,0.0,2.0,2147828.0,History of the University of Michigan,0.0,Q5870650,Geography.Regions.Europe.Europe*,1.0,19.0
934,2.0,2.0,2336160.0,ExpressJet,0.9850529432296753,Q46676,History_and_Society.Transportation,0.0,3.0
935,2.0,2.0,2336160.0,ExpressJet,0.9820237755775452,Q46676,STEM.Engineering,0.0,3.0
