,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
270882,Minister of Foreign Affairs (Canada),270882,3,41,73768.670833275,Q541355
271300,José Padilla (criminal),271300,3,18,11097.0,Q1664533
271434,Minority government,271434,25,17,402284.3656382842,Q114793
273436,Exmoor,273436,1,49,0.0,Q593627
273659,President of Romania,273659,4,3,22193.0,Q839139
273726,Prime Minister of the Netherlands,273726,3,17,7720.916183975991,Q3058109
273997,Stack (geology),273997,1,32,0.0,Q747957
274246,Primacy of Ireland,274246,7,54,4874.137063139949,Q10353800
274521,Saint-Jean-sur-Richelieu,274521,4,41,716777.8025521128,Q141977
275018,"University of the West of England, Bristol",275018,17,62,302.9956156848133,Q2002520
275454,BBC Radio 3,275454,5,38,336714.8097012319,Q749608
275593,Charles F. Kettering,275593,1,19,0.0,Q959123
276172,Brendan Smyth,276172,11,54,33273.98301081047,Q908781
276706,Todor Zhivkov,276706,3,41,18884.781912468843,Q28517
276733,Frank Murkowski,276733,9,6,3464.444439201304,Q448813
276748,Zuni,276748,3,19,11097.0,Q231317
277246,Schiltron,277246,3,37,0.5,Q1754114
277298,Sam Nunn,277298,22,6,50257.05670710477,Q946305
277706,N. Chandrababu Naidu,277706,20,55,157441.64394770496,Q3518013
277731,Berry Gordy,277731,13,25,54047.26547547139,Q355288
278895,Roosevelt Corollary,278895,8,6,121137.47729071538,Q2143231
279677,"Samuel Hood, 1st Viscount Hood",279677,3,21,22193.0,Q332623
281954,Hurricane Floyd,281954,4,9,4421.35824158163,Q2110774
282473,Manganese nodule,282473,1,50,0.0,Q939579
283887,Gjakova,283887,1,16,0.0,Q474651
284493,USS Juneau (CL-52),284493,2,6,0.0,Q2003934
284758,G4S,284758,9,50,125216.07544827159,Q1322045
284843,Samar (province),284843,3,32,0.0,Q13876
285057,Kuril Islands dispute,285057,1,32,0.0,Q389717
285335,Falange Española de las JONS,285335,2,54,0.0,Q207308
286138,USS Augusta (SSN-710),286138,1,50,0.0,Q1674076
286175,Calvary Cemetery (Queens),286175,2,49,319012.3529693067,Q2934520
286271,Green Party of Canada,286271,11,41,63986.81859366877,Q691730
286544,Deep Impact (film),286544,2,5,1743.7768186697767,Q49498
287007,Costa-Gavras,287007,7,0,187403.4427800262,Q296698
287404,The Paradine Case,287404,2,2,0.0,Q506638
288299,John Hoeven,288299,6,6,64281.270458599836,Q374762
289802,Legio XII Fulminata,289802,6,45,3.6,Q966049
290091,Kure Atoll,290091,14,9,3.377187699202292,Q686179
291768,Yankee-class submarine,291768,6,50,188476.0,Q1499693
291836,Thomas Eagleton,291836,14,6,78226.02327790365,Q3176929
292426,Central Coast (New South Wales),292426,4,41,634104.2222697154,Q2944411
293567,Mike Gravel,293567,28,6,1033520.2677268392,Q352422
294510,United Farm Workers,294510,8,32,304171.95217555563,Q7887749
294799,Michael Jackson (writer),294799,1,14,0.0,Q167877
294829,Daniel Shays,294829,3,26,22192.0,Q1162700
295124,Centenary University,295124,3,6,11096.999999999998,Q5059073
295229,Stockton University,295229,1,11,0.0,Q7329259
295367,Isaac Isaacs,295367,10,17,1262.0395823823899,Q1673410
296686,Mel Martínez,296686,7,19,55684.43151226895,Q435010
296716,Daniel Akaka,296716,13,6,9728.708270462597,Q359366
296933,Max Baucus,296933,12,6,145117.04345581966,Q470748
297543,Rebecca Latimer Felton,297543,4,6,11097.0,Q271243
298565,Legal immunity,298565,2,22,0.0,Q4317382
299493,Tax credit,299493,9,32,163045.92939951053,Q1062630
299872,Canal Hotel bombing,299872,5,3,0.7777777777777777,Q4116108
299928,Sérgio Vieira de Mello,299928,13,3,103.54676682191773,Q334835
300240,Legends surrounding the papacy,300240,8,54,21228.869782396247,Q16960267
300531,Gene Cernan,300531,5,41,335755.1463770203,Q158486
300760,Double play,300760,3,42,11097.0,Q1251475
300761,Triple play,300761,4,42,16642.0,Q963555
300812,"Bury, Greater Manchester",300812,3,26,113731.42964950949,Q47822
300966,Bier,300966,3,6,0.0,Q546377
301434,Cabinet Office,301434,3,51,11097.0,Q5995
301870,Capital gain,301870,1,32,0.0,Q1850816
302827,Andrew Peacock,302827,30,17,8022.088215642738,Q374949
303280,List of Test cricket grounds,303280,1,52,0.0,Q1852992
303966,George Murphy,303966,2,53,0.0,Q527052
304082,Joseph Bernardin,304082,3,54,1.3883235940378797,Q744108
304503,"Government House, Canberra",304503,9,17,16480.84029138792,Q1464941
304722,Rick Sutcliffe,304722,7,42,145646.17430692437,Q3431604
305614,Sydney Boys High School,305614,5,17,14568.678191990495,Q7659840
305684,Cryptopsy,305684,1,6,0.0,Q745915
305695,Kissinger Associates,305695,2,18,0.0,Q3197516
305910,Eduardo Galeano,305910,1,6,0.0,Q44575
305948,David Dellinger,305948,5,6,1143.2833904339054,Q3017756
306281,John Murrell (bandit),306281,2,8,22192.0,Q2403455
306366,Descriptive ethics,306366,1,1,0.0,Q3591972
306742,Nachman of Breslov,306742,2,45,81080.8024028172,Q467182
307211,Camp Randall Stadium,307211,20,28,525647.1018504697,Q1029941
307585,Falmer,307585,1,29,0.0,Q1005234
307598,Papabile,307598,15,54,217731.08284929095,Q1545186
307628,Gazetteer,307628,1,32,0.0,Q1006160
307929,Violin concerto,307929,1,66,0.0,Q633441
308069,Manus Island,308069,3,17,11096.999999999998,Q602106
308211,List of best-selling albums in the United States,308211,4,44,851.2717041130254,Q468514
308212,Grover Norquist,308212,5,22,174064.2316729017,Q984205
308382,Carol King,308382,1,25,0.0,Q5044417
308676,Catherine Breillat,308676,2,5,0.0,Q289054
308894,Jan Železný,308894,10,4,31197.783572512562,Q193187
309433,Second Foundation,309433,8,38,4098.601368358363,Q853927
309601,Madeleine Bordallo,309601,3,6,121.5627433436844,Q292988
309638,Malcolm Blight,309638,8,43,20948.498983994465,Q6742191
310406,Trouble in Tahiti,310406,16,1,33290.10714285714,Q377876
310458,Sheffield Hallam University,310458,18,62,2924.327042227009,Q1752117
310861,Paul Jennings Hill,310861,1,8,0.0,Q1354071
311079,Hilary Benn,311079,3,38,22192.0,Q262742
311782,New York City Transit Authority,311782,3,12,77643.0,Q1325591
311810,Rocco Baldelli,311810,2,42,11097.0,Q1017352
312147,Terry Wallace,312147,5,43,32859.970009730896,Q7705117
312259,Chinampa,312259,2,19,0.0,Q750176
312319,Flag of North Carolina,312319,3,19,219391.87343631507,Q19379
312461,Unit of account,312461,2,2,55465.0,Q747699
312516,Philip Hart,312516,4,6,5235.134978906713,Q2086224
313028,En banc,313028,5,32,82747.07169934633,Q5375046
313138,Hart Senate Office Building,313138,15,6,10245.834221638435,Q1266147
313356,Order of the Falcon,313356,2,39,9299.148725387086,Q1394282
313661,Walton Walker,313661,3,37,0.0,Q484690
313766,Edward Burnett Tylor,313766,1,32,0.0,Q141037
314105,Maverick,314105,2,6,0.0,Q233860
314109,Samuel Maverick,314109,3,6,22192.0,Q346455
314680,The Mask of Dimitrios,314680,3,47,22192.999999999993,Q1517660
314899,Hard currency,314899,1,19,0.0,Q1421756
315002,Dee Snider,315002,3,7,22192.999999999996,Q366044
315377,Martin Johnson (rugby union),315377,6,14,69948.64844678006,Q2036406
315739,Leon Jaworski,315739,5,22,41108.092685727126,Q3229639
315787,Panama Canal Zone,315787,15,6,785749.2278416029,Q498979
315845,Executive privilege,315845,4,22,361234.08136722306,Q5419945
317739,Raincoat,317739,1,58,0.0,Q2018769
317939,Serge Koussevitzky,317939,3,1,11097.0,Q353449
317994,Todi,317994,1,54,0.0,Q20579
318049,Fibromyalgia,318049,2,59,11097.0,Q540571
318313,Electoral system of Australia,318313,29,17,31514.808935183733,Q1141061
319045,Splinter (Offspring album),319045,2,47,11096.999999999996,Q767976
319074,George Enescu,319074,1,5,0.0,Q77177
319159,Murder of Yetunde Price,319159,2,27,0.0,Q8053059
319501,Third party (United States),319501,23,6,43882.464404958104,Q6579199
319835,Jim Jeffords,319835,16,6,15805.2084388402,Q1386836
320616,Peace of Augsburg,320616,2,54,141131.92967058148,Q154577
320753,Roy Cohn,320753,6,22,186416.60387056257,Q942923
320830,Merce Cunningham,320830,3,0,33285.00000000001,Q318364
321102,Ron Burton,321102,1,28,0.0,Q7363585
322163,Expropriation,322163,3,63,343107.0,Q86757
322394,Robert Novak,322394,10,6,14094.390560834006,Q1954907
322491,Chetniks,322491,6,41,27378.20836602174,Q872672
322642,Bill Hayden,322642,24,17,284445.56497005164,Q250087
322697,Ribblehead Viaduct,322697,1,26,0.0,Q1344701
323158,Public works,323158,1,19,0.0,Q627364
323167,Airstrike,323167,3,21,321101.0,Q2380335
325057,Constitution of Puerto Rico,325057,8,19,26643.81024584493,Q5164228
326067,U Thant,326067,19,3,432.603194264594,Q1264
326080,Javier Pérez de Cuéllar,326080,16,3,6.3458624708624685,Q1259
326186,Bolivarianism,326186,2,50,0.0,Q8813
326484,Charlie Finley,326484,2,42,0.0,Q3307199
327556,Bharatiya Jana Sangh,327556,31,18,23832.545552556774,Q3245961
328539,Joseph Cook,328539,31,17,916.772207574902,Q356230
328550,Harold Prince,328550,6,1,97249.93995660933,Q605924
328706,Free Trade Party,328706,33,17,1301.7280651208148,Q1453449
328708,Protectionist Party,328708,48,17,68909.76556639261,Q1324190
329353,"Hikari, Yamaguchi",329353,2,40,5545.733333333334,Q823502
329536,Lionel Taylor,329536,1,11,0.0,Q6555807
329971,Frank Lautenberg,329971,7,6,2794.5889788847517,Q508752
330246,Johnny Robinson (safety),330246,1,43,0.0,Q6267598
330737,Rebecca Lobo,330737,8,57,325019.89942146046,Q459371
331078,Alexander Downer,331078,26,17,13751.564127726793,Q1239291
331675,Foundation and Empire,331675,8,38,4098.601368358363,Q839800
331755,Transitional fossil,331755,1,32,0.0,Q447188
331957,"Park Hill, Sheffield",331957,1,14,0.0,Q7137779
332178,Luis Carrero Blanco,332178,2,54,860.4798411098408,Q313117
332794,Quartering Acts,332794,13,19,14068.298230463177,Q1049343
332996,State highway,332996,1,24,0.0,Q1788582
333481,Rose Mofford,333481,7,6,1.189110889110889,Q291749
333518,Speaker of the Australian House of Representatives,333518,16,17,228.75303700612773,Q7574256
333549,Jane Dee Hull,333549,12,6,3869.1731148356766,Q264297
333951,J. William Fulbright,333951,11,6,13139.971648374363,Q550255
335056,Saxby Chambliss,335056,18,6,91274.45591441306,Q734330
335062,Max Cleland,335062,9,6,2943.454020803536,Q530386
335363,President of the Senate (Australia),335363,30,17,25524.75700383294,Q7241304
335838,Roman Catholic Archdiocese of Philadelphia,335838,6,54,265776.5166666667,Q1365314
336256,Kerrang!,336256,6,34,88740.0,Q43281
336257,Fast Carrier Task Force,336257,11,6,241932.50818552636,Q496770
337080,Olive Branch Petition,337080,14,19,22175.31605964391,Q1676888
337140,Capture of Fort Ticonderoga,337140,16,19,25076.551050148275,Q1546173
338535,Jenny Shipley,338535,1,17,0.0,Q235996
338680,Neo-Confucianism,338680,3,32,77637.00000000001,Q825754
339185,Ben Nighthorse Campbell,339185,9,6,468.8907959501068,Q816576
339302,Campaign finance,339302,6,22,64826.91286852449,Q1352232
339517,Raúl Alfonsín,339517,5,8,557.5032165933078,Q193062
339826,Brad Henry,339826,4,19,5280.733178761317,Q538331
339868,Boutros Ghali,339868,2,3,0.0,Q262642
340004,Unassisted triple play,340004,2,42,0.0,Q7882320
340404,Declaratory Act,340404,12,19,2594.762931476027,Q1182068
340454,Leipzig University,340454,4,32,114819.01649282643,Q154804
340569,Jon Kyl,340569,41,6,26042.026643039895,Q371031
340954,Sebastião Salgado,340954,2,6,11097.0,Q358158
341254,Overtime,341254,3,36,47053.06813336742,Q667022
341350,Barry John,341350,2,14,11097.0,Q775742
341486,Stalking horse,341486,1,17,0.0,Q17113046
341506,Morris West,341506,2,1,11097.0,Q471021
341537,Hungarian Grand Prix,341537,4,30,0.0,Q9233
341545,Phil Hill,341545,6,30,3581.5464605855577,Q3112
342014,Demurrer,342014,3,36,11097.0,Q5256431
342057,Gheorghe Gheorghiu-Dej,342057,1,3,0.0,Q294072
342443,PSL,342443,1,19,0.0,Q167735
342561,Judah Halevi,342561,1,45,0.0,Q299200
342726,Lakehead University,342726,1,0,0.0,Q1165215
342991,Johnny Herbert,342991,12,30,299943.8684575728,Q172751
343014,Christian Fittipaldi,343014,14,20,41215.25088747856,Q172954
343137,Alan Parker,343137,8,8,7606.38783430181,Q271284
343375,Monopoly on violence,343375,2,36,6990.165675178463,Q1508788
345352,Hélio Castroneves,345352,14,20,7259.633891388501,Q454058
345974,St. Louis Post-Dispatch,345974,4,6,33287.99999999999,Q3495288
346298,Ennis,346298,1,11,0.0,Q209128
346404,List of U.S. state and territory flowers,346404,1,19,0.0,Q1851570
346733,Jelena Dokic,346733,5,27,361.85896966115234,Q283958
346853,List of television stations in Hawaii,346853,16,9,10705.167458360627,Q6642692
347051,Sylvia,347051,1,1,0.0,Q295702
347265,Siege of Acre (1189–1191),347265,1,54,0.0,Q815116
347734,Bob Brown,347734,9,17,40.5742566647501,Q24598
347795,Prisoner of War Medal,347795,20,6,17996.788789636783,Q1816763
349032,Trnava,349032,10,16,1288261.463492433,Q26175
349446,Gladwyn Jebb,349446,17,3,209.73950082967167,Q1275
349775,German Grand Prix,349775,8,30,68883.99814976993,Q7998
349907,Count Zero,349907,2,45,0.0,Q2384854
350005,"Colón, Panama",350005,7,6,270354.8392098228,Q12825018
350364,Paul Tracy,350364,16,20,17702.60015138723,Q706579
350409,Fort Wayne TinCaps,350409,3,42,177340.0,Q5472306
350420,South Bend Cubs,350420,3,42,144135.0,Q7566308
350430,West Michigan Whitecaps,350430,2,42,11097.0,Q7985913
350918,Gavin Wanganeen,350918,15,43,244060.0508084833,Q5528298
350929,Alastair Lynch,350929,1,33,0.0,Q4708736
351429,Close reading,351429,1,45,0.0,Q1042156
351633,"Knock, County Mayo",351633,8,54,52521.424194490166,Q858133
351735,Maurice Buckmaster,351735,1,45,0.0,Q1763603
352392,Swallows and Amazons series,352392,3,37,22192.000000000004,Q996970
352992,Great Hurricane of 1780,352992,4,19,1600.4176305077622,Q186291
353496,9/11 Commission,353496,4,6,11101.524399228885,Q1250400
353844,New Zealand House of Representatives,353844,6,17,101529.80716409198,Q2034424
354436,José Manuel Barroso,354436,1,3,0.0,Q15849
354695,Ron Ziegler,354695,1,22,0.0,Q706406
355129,New Coke,355129,7,14,180062.79100516008,Q41084
355180,Flossenbürg concentration camp,355180,10,45,641977.330628842,Q274354
355718,David Stockman,355718,1,6,0.0,Q1176745
355989,Nudibranch,355989,3,9,0.0,Q733595
356707,Communist Party of Bohemia and Moravia,356707,2,36,0.0,Q913567
356898,Nick Brown,356898,3,59,11097.0,Q265935
357210,Andreas Papandreou,357210,1,3,0.0,Q219256
357285,George Papandreou,357285,5,3,33358.361337449205,Q151917
357319,Ping-pong diplomacy,357319,1,36,0.0,Q1048465
358194,Cape Coast,358194,6,3,761.3974794723762,Q221283
358363,The Happiest Millionaire,358363,3,0,33287.0,Q206437
359037,Pío Pico,359037,1,6,0.0,Q949282
360000,"Pateros, Metro Manila",360000,2,32,0.0,Q1017325
360120,Michael Tilson Thomas,360120,4,1,44379.0,Q520493
360388,Linda Lingle,360388,5,9,77054.63485711714,Q231701
361019,McCain Foods,361019,3,6,1.9,Q944414
361179,Lochner v. New York,361179,2,19,2175.6190202451703,Q3257729
361590,Crossbencher,361590,21,17,118701.89967090945,Q125047
362160,Gemini 5,362160,2,19,11097.0,Q725849
362675,Interpleader,362675,2,36,145.6563780351102,Q787276
362779,Swatch Internet Time,362779,1,41,0.0,Q643066
363274,Ben Nelson,363274,2,6,2384.6132163739358,Q718542
363280,Pat Roberts,363280,23,6,31046.28521131501,Q538375
363388,John S. McCain,363388,4,6,0.0,Q37652555
363559,Pancreatic cancer,363559,4,25,23576.968947146343,Q212961
363871,Pete Doherty,363871,10,44,5170.979393998454,Q311875
363943,Greg Moore (racing driver),363943,9,20,27319.356914274864,Q594564
364762,Boer Republics,364762,3,63,10.5,Q1010624
364888,Gemini 8,364888,4,41,68060.33032045378,Q617651
365192,Matt Stone,365192,31,7,57214.16174724516,Q44410
365193,Trey Parker,365193,35,7,57947.63026725772,Q44414
365951,299 Queen Street West,365951,4,10,11097.0,Q2815717
366522,Labor Right,366522,22,17,141.25418876092536,Q6467193
366524,Labor Left,366524,19,17,589.7908352057002,Q7551603
367106,Tony Parker,367106,17,57,308441.23251389066,Q193108
367115,Jack Reed (Rhode Island politician),367115,14,6,5091.367565534986,Q528979
367263,Namibia national rugby union team,367263,1,14,0.0,Q1248558
367431,Sicilian Expedition,367431,2,35,44376.0,Q844289
367891,Institute for the Works of Religion,367891,5,54,66914.32233736418,Q266456
367901,Vera Atkins,367901,2,45,11097.0,Q433595
368118,Madden NFL,368118,12,11,361953.13383951614,Q1883234
368397,Judd Gregg,368397,9,6,141.4417520270208,Q553116
368402,Barbara Mikulski,368402,14,6,319645.14068888815,Q261147
369057,John Negroponte,369057,6,18,1322.2894050139316,Q453868
369530,Equestrian,369530,1,4,0.0,Q5384297
369978,Bird vocalization,369978,5,48,11097.25,Q1126556
369995,Irrawaddy dolphin,369995,1,37,0.0,Q273331
370649,Clement Vallandigham,370649,2,3,221560.0,Q2978886
370654,Esther Phillips,370654,5,25,120.50234964141777,Q283069
370878,Dialect continuum,370878,5,32,73819.24874485738,Q215844
372481,John S. McCain Jr.,372481,62,6,305748.2708647736,Q665850
373200,Crystal Palace National Sports Centre,373200,4,29,16644.5,Q1142393
373223,Ninian Stephen,373223,1,17,0.0,Q1356927
373280,William Deane,373280,4,17,350476.9212150996,Q267745
373733,Vishwanath Pratap Singh,373733,15,18,52618.02858943461,Q315338
373974,Ergine,373974,2,14,70301.26451899607,Q2041643
375048,Gulf of Sidra incident (1981),375048,3,5,333001.1935169924,Q2604253
375268,Tom Harkin,375268,17,6,26860.399889671255,Q465617
375290,Operation Ivory Coast,375290,11,6,80904.66007829207,Q692885
375373,Mike Rounds,375373,1,22,0.0,Q722503
375987,Connie Willis,375987,10,38,203778.3433993538,Q234700
376571,Lord Chief Justice of England and Wales,376571,2,50,4.583333333333333,Q687908
377738,Mantle plume,377738,4,32,620252.135602449,Q878045
378002,Mojo Nixon,378002,1,5,0.0,Q6895118
378032,Parliament of Great Britain,378032,11,19,70413.81257683896,Q2739604
378671,Wayne Northrop,378671,2,22,11096.999999999996,Q731610
379813,Working Dog Productions,379813,1,7,0.0,Q8034908
379851,The Dish,379851,5,7,44381.99999999999,Q1410845
379861,Byron Dorgan,379861,9,6,73.42885407392629,Q555735
379923,List of professional sports leagues,379923,1,27,0.0,Q6635021
379995,Own goal,379995,11,29,583963.3626041616,Q18533
380206,1987 Rugby World Cup,380206,3,14,11097.0,Q1322777
380325,Symphony Center,380325,1,1,0.0,Q2154167
380925,Mark Latham,380925,26,17,51417.17386455342,Q982227
381625,Dr. Kildare,381625,4,21,33288.0,Q1253957
381736,Mike Crapo,381736,13,6,6305.403833009718,Q734319
381742,Mike Enzi,381742,4,22,0.25,Q432431
381745,Craig L. Thomas,381745,4,22,0.5333333333333333,Q1138576
382017,Winchelsea,382017,1,19,0.0,Q1026871
382178,Birmingham City University,382178,14,62,607.3885795456928,Q3547145
382889,Juan Carlos Ferrero,382889,27,27,9292.96813030563,Q185722
382993,Project Alpha,382993,1,21,0.0,Q2530281
383044,Galloway,383044,4,37,11098.500000000002,Q2342092
383064,Crown Prosecution Service,383064,4,50,540064.7934909542,Q1141790
383276,Islamic Consultative Assembly,383276,2,35,9365.442982872746,Q378605
383355,U Sports,383355,6,46,130253.94247954065,Q1032195
384279,Kintpuash,384279,2,6,33285.0,Q1397673
385144,Draža Mihailović,385144,4,41,0.0,Q156122
386682,Kim Zmeskal,386682,7,53,421398.7258552654,Q1027161
389363,Islamic Movement of Uzbekistan,389363,5,18,47947.99524472247,Q973179
389497,Peter Costello,389497,36,17,158078.6843503872,Q2546246
391902,Andrew Bartlett,391902,1,17,0.0,Q16152123
392419,John Kufuor,392419,5,3,609.4838617429907,Q51005
392585,Plutarco Elías Calles,392585,5,6,44091.93583907251,Q315066
392863,James Bowdoin,392863,2,26,0.0,Q888645
392913,USS Wasp (CV-18),392913,9,6,94900.15447381527,Q1233206
393681,Angelo Sodano,393681,22,54,230210.87258701818,Q44752
394714,Colonial government in the Thirteen Colonies,394714,2,19,187.1847455661265,Q3112521
395237,Paul Simon (politician),395237,14,6,4484.1328901317665,Q712134
396129,Yellow Sign,396129,1,1,0.0,Q8051829
396564,Bipartisan Campaign Reform Act,396564,38,6,214328.65493789644,Q2904291
396828,John McLaughlin (host),396828,1,18,0.0,Q1701039
397174,Stephen Vincent Benét,397174,3,47,0.0,Q1348138
397259,Graham Thorpe,397259,1,52,0.0,Q3527096
397790,McGuffey Readers,397790,1,41,0.0,Q16259291
398191,List of aircraft engines,398191,2,13,11097.0,Q930689
399102,Marion Williams,399102,3,25,66560.0,Q4470088
399452,Limb-girdle muscular dystrophy,399452,2,23,0.0,Q1531322
399557,Mohammad-Ali Rajai,399557,5,45,49917.5,Q310592
399571,Abolhassan Banisadr,399571,4,45,22192.0,Q273866
399761,John Hewson,399761,30,17,2524.554962324697,Q1579545
399763,Canada–United States Free Trade Agreement,399763,4,32,40062.472574736996,Q2665587
400357,Secretary of State for Justice,400357,5,50,20446.545015172727,Q3477307
401133,Preston Sturges,401133,3,0,324010.44455569837,Q546204
401229,City on the Edge of Forever (South Park),401229,17,7,72.76679592568036,Q389486
401373,Battle of Oriskany,401373,2,19,0.0,Q1375813
401544,José Antonio Primo de Rivera,401544,4,54,862.4798411098408,Q57681
401730,D.O.A. (band),401730,5,46,67234.19989137206,Q923253
402392,USS Franklin D. Roosevelt (CV-42),402392,5,6,5554.067097779541,Q2092687
402577,Champagne socialist,402577,1,17,0.0,Q667229
402848,Murli Manohar Joshi,402848,21,18,3271.4736172716202,Q2604936
403098,Contract with America,403098,2,6,0.0,Q3689146
403786,Smear campaign,403786,7,6,14374.135152231667,Q693026
403961,John Heinz,403961,9,6,12318.840097559023,Q705697
404507,Mel Carnahan,404507,2,6,0.0,Q538609
404787,Galatasaray S.K.,404787,9,16,588231.3840716112,Q43134
404841,Social Democratic Party (Portugal),404841,2,3,11097.0,Q595575
405980,Cockade,405980,1,37,0.0,Q285272
406993,Trobriand Islands,406993,1,17,0.0,Q738652
407109,One-state solution,407109,1,50,0.0,Q1150983
407918,Trent Franks,407918,13,6,3427.787146304575,Q1397303
407921,John Shadegg,407921,26,6,8889.689320589572,Q1701732
407925,J. D. Hayworth,407925,19,6,4339.807895349079,Q1676304
407927,Jim Kolbe,407927,5,6,11149.89539450583,Q284704
408148,American Association of State Highway and Transportation Officials,408148,2,24,0.0,Q463415
408244,Telugu Desam Party,408244,23,55,180521.15246835296,Q2279320
408529,Raúl Grijalva,408529,28,19,70926.33774606936,Q946606
408660,Tom Lantos,408660,4,3,226.98302670415413,Q160717
408915,107th United States Congress,408915,42,6,71598.75717288216,Q2057259
409010,Ron Kind,409010,7,19,7667.548676807268,Q505222
409087,Pakistan Muslim League,409087,12,18,316304.82514347555,Q3322215
409380,List of political parties in the Philippines,409380,10,32,20243.73922757229,Q3406396
409725,Bob Filner,409725,5,22,193.5505100306847,Q388356
409729,Duncan L. Hunter,409729,9,22,122537.48516819041,Q527493
410128,Mark Udall,410128,8,6,105.22303999984918,Q631195
410553,National League for Democracy,410553,7,32,215027.58641504298,Q849603
410731,Welsh Guards,410731,1,6,0.0,Q1806308
410984,John Mica,410984,17,19,0.9401425488098798,Q918506
411013,Royal Naval Reserve,411013,5,32,82181.19996201675,Q2778989
411141,Samta Party,411141,10,18,9.455569985569985,Q3781719
411225,Mark Foley,411225,4,22,3592.823855710416,Q723765
411276,Mario Díaz-Balart,411276,31,19,29587.241154646817,Q767270
411687,Granuloma inguinale,411687,5,13,243713.0,Q1416773
411692,Myotonia,411692,2,23,0.0,Q1277793
411807,Chamber of Deputies (Mexico),411807,1,6,0.0,Q3014316
411855,Neil Abercrombie,411855,3,9,3867.6885295711695,Q469689
412017,Luis Gutiérrez,412017,2,19,16655.23983398194,Q718127
412185,Critical rationalism,412185,4,36,77637.0,Q868608
412326,Democratic peace theory,412326,3,35,83439.77794046736,Q1186378
412632,Mike Rogers (Michigan politician),412632,3,2,0.0,Q970515
412696,Elizabeth de Burgh,412696,8,37,7.85,Q262059
413184,Imran Khan,413184,31,18,489756.7951449709,Q155164
413361,Isabella of Mar,413361,5,37,0.95,Q444026
413559,Cook Inlet,413559,1,9,0.0,Q1129590
413976,Frank Field (British politician),413976,9,59,132803.41152908173,Q304388
414306,Kennedy Center Honors,414306,8,25,107788.16313684959,Q1738793
414629,Mel Watt,414629,2,22,11601.654997048321,Q983446
414736,Isochoric process,414736,1,19,0.0,Q208388
414770,GIUK gap,414770,1,64,0.0,Q922019
415088,River source,415088,1,0,0.0,Q7376362
415137,Walter Payton Award,415137,1,28,0.0,Q7965804
415800,John Vorster,415800,1,63,0.0,Q313903
416803,SOSUS,416803,4,36,474999.1968522113,Q1755312
416844,S. I. Hayakawa,416844,3,6,12097.505386190653,Q942027
416913,Kate Hoey,416913,6,59,11138.21428571429,Q689166
417154,Albert Gore Sr.,417154,5,6,2564.219978972759,Q577160
417261,University of Plymouth,417261,15,62,302.64250213169987,Q1711558
417283,Flag of Mauritania,417283,3,19,22192.999999999996,Q102977
417362,Sydney Grammar School,417362,1,17,0.0,Q7659951
417439,Roger Wicker,417439,21,6,545467.274309338,Q390491
417459,Todd Akin,417459,1,6,0.0,Q772086
417498,Kumasi,417498,8,3,760430.7899734966,Q182059
417797,Alan Lee (illustrator),417797,1,6,0.0,Q102108
418289,"Military Assistance Command, Vietnam",418289,9,6,6638.823521638698,Q485921
418338,Vietnamization,418338,15,6,171325.93044167315,Q927708
418570,Hugo Award for Best Dramatic Presentation,418570,8,38,194603.78846277774,Q3414212
418589,Hugo Award for Best Novella,418589,8,38,42481.99891413336,Q549884
418599,Hugo Award for Best Short Story,418599,7,38,52230.44535725984,Q1056251
418740,Belinda Stronach,418740,5,41,174304.86362533507,Q548048
418801,New Progressive Party (Puerto Rico),418801,9,19,21250.462168201764,Q1076562
419167,Creek War,419167,7,24,16638.499999999996,Q1186260
419615,Power cord,419615,1,44,0.0,Q382292
419713,Richard Russell Jr.,419713,26,6,623853.6812446964,Q718415
420138,Louise Ellman,420138,3,59,120053.85107912723,Q303253
420361,Radioactive tracer,420361,1,48,0.0,Q903539
420534,Full motion video,420534,6,47,16649.54047619046,Q1473699
420775,Dave Freudenthal,420775,3,22,0.2,Q471364
420897,Sedia gestatoria,420897,5,54,851.6646889916094,Q598551
421572,Michael Fabricant,421572,1,50,0.0,Q304027
421739,History of Czechoslovakia (1948–89),421739,9,36,2.1999999999999997,Q3359848
422214,Communist Party of Czechoslovakia,422214,16,36,93136.3928519415,Q727724
422620,University of Roehampton,422620,18,62,95044.50336590335,Q939607
423110,Classic FM (UK),423110,5,52,197738.62738534508,Q5128150
423190,Normalization (Czechoslovakia),423190,13,36,22427.548365226743,Q1853526
423621,Moche culture,423621,4,19,25050.509614244005,Q208188
424158,History of Czechoslovakia,424158,8,36,2.3333333333333335,Q1517186
424550,2001 Nisqually earthquake,424550,4,63,144105.0,Q3510577
424606,Czech Social Democratic Party,424606,5,36,80485.96532119664,Q341148
424618,Civic Democratic Party (Czech Republic),424618,2,36,82041.86687656994,Q828099
424686,Jean Carnahan,424686,3,6,718.8519075017284,Q448619
424948,Brutalist architecture,424948,2,17,11097.0,Q994776
425058,Guion Bluford,425058,1,41,0.0,Q528943
425720,Slovenian Democratic Party,425720,4,3,1176034.9502854673,Q526294
426458,New York State Legislature,426458,6,19,43620.43238891899,Q3270268
426467,Federation Square,426467,1,17,0.0,Q923304
426646,Mike Gapes,426646,2,38,33285.0,Q391141
426705,Don Bolles,426705,4,6,90.35095417234129,Q5292247
