,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class
5523,1.0,2457938.0,James Booth,0.0,Q323524,Geography.Regions.Europe.Europe*,0.0,27.0
5524,1.0,2457938.0,James Booth,0.0,Q323524,Geography.Regions.Europe.Northern_Europe,0.0,27.0
5525,3.0,2458351.0,Jeremy Horn,0.9972090721130371,Q955329,Culture.Sports,645.3472689595927,4.0
5526,3.0,2458351.0,Jeremy Horn,0.9961855411529541,Q955329,Culture.Biography.Biography*,645.3472689595927,4.0
5527,3.0,2458351.0,Jeremy Horn,0.28167252445220947,Q955329,Geography.Regions.Americas.North_America,645.3472689595927,4.0
5528,3.0,2463658.0,"Pedro Mendes (footballer, born 1979)",0.9991540908813477,Q318520,Culture.Biography.Biography*,3501.544660556297,13.0
5529,3.0,2463658.0,"Pedro Mendes (footballer, born 1979)",0.998977780342102,Q318520,Culture.Sports,3501.544660556297,13.0
5530,3.0,2463658.0,"Pedro Mendes (footballer, born 1979)",0.12146936559677124,Q318520,Geography.Regions.Europe.Europe*,3501.544660556297,13.0
5531,3.0,2463658.0,"Pedro Mendes (footballer, born 1979)",0.0,Q318520,Geography.Regions.Europe.Southern_Europe,3501.544660556297,13.0
5532,3.0,2463658.0,"Pedro Mendes (footballer, born 1979)",0.0,Q318520,Geography.Regions.Africa.Africa*,3501.544660556297,13.0
5533,4.0,2474679.0,Jozef Vengloš,0.998599648475647,Q444279,Culture.Biography.Biography*,59521.2316000133,13.0
5534,4.0,2474679.0,Jozef Vengloš,0.9967369437217712,Q444279,Culture.Sports,59521.2316000133,13.0
5535,4.0,2474679.0,Jozef Vengloš,0.3893042674064636,Q444279,Geography.Regions.Europe.Europe*,59521.2316000133,13.0
5536,4.0,2474679.0,Jozef Vengloš,0.0,Q444279,Geography.Regions.Europe.Eastern_Europe,59521.2316000133,13.0
5537,4.0,2474679.0,Jozef Vengloš,0.0,Q444279,Geography.Regions.Europe.Western_Europe,59521.2316000133,13.0
5538,1.0,2478113.0,Guy Roche,0.9952548146247864,Q5622565,Culture.Biography.Biography*,0.0,30.0
5539,1.0,2478113.0,Guy Roche,0.13661839067935944,Q5622565,Culture.Media.Music,0.0,30.0
5540,1.0,2478113.0,Guy Roche,0.11280541121959686,Q5622565,Culture.Media.Media*,0.0,30.0
5541,1.0,2478113.0,Guy Roche,0.0,Q5622565,Geography.Regions.Europe.Europe*,0.0,30.0
5542,1.0,2478113.0,Guy Roche,0.0,Q5622565,Geography.Regions.Europe.Northern_Europe,0.0,30.0
5543,2.0,2478476.0,Johnnie Morton,0.9994397163391113,Q11310652,Culture.Biography.Biography*,398.9371331854982,31.0
5544,2.0,2478476.0,Johnnie Morton,0.998977780342102,Q11310652,Culture.Sports,398.9371331854982,31.0
5545,2.0,2478476.0,Johnnie Morton,0.0,Q11310652,Geography.Regions.Americas.North_America,398.9371331854982,31.0
5546,3.0,2487040.0,Ernie Stautner,0.9992059469223022,Q327793,Culture.Sports,0.0,9.0
5547,3.0,2487040.0,Ernie Stautner,0.9924327731132507,Q327793,Culture.Biography.Biography*,0.0,9.0
5548,3.0,2487040.0,Ernie Stautner,0.0,Q327793,Geography.Regions.Americas.North_America,0.0,9.0
5549,2.0,2488459.0,Maltese Premier League,0.4569222798347473,Q318480,Geography.Regions.Europe.Europe*,5532.255496494312,13.0
5550,2.0,2488459.0,Maltese Premier League,0.2814156115055084,Q318480,Culture.Sports,5532.255496494312,13.0
5551,2.0,2488459.0,Maltese Premier League,0.15742753648757934,Q318480,Geography.Regions.Europe.Southern_Europe,5532.255496494312,13.0
5552,4.0,2495993.0,Frogmore House,0.9935217499732971,Q564578,Geography.Regions.Europe.Northern_Europe,3591.721003197165,0.0
5553,4.0,2495993.0,Frogmore House,0.9890230894088745,Q564578,Culture.Visual_arts.Architecture,3591.721003197165,0.0
5554,4.0,2495993.0,Frogmore House,0.9879562258720398,Q564578,Geography.Regions.Europe.Europe*,3591.721003197165,0.0
5555,4.0,2495993.0,Frogmore House,0.9875783920288086,Q564578,Culture.Visual_arts.Visual_arts*,3591.721003197165,0.0
5556,9.0,2496956.0,Rear naked choke,0.9755869507789612,Q4845233,Culture.Sports,19141.302698831492,4.0
5557,9.0,2496956.0,Rear naked choke,0.1968362182378769,Q4845233,Culture.Media.Entertainment,19141.302698831492,4.0
5558,9.0,2496956.0,Rear naked choke,0.1097157895565033,Q4845233,Culture.Media.Media*,19141.302698831492,4.0
5559,1.0,2497134.0,Margherita Taylor,0.9802908897399902,Q6760338,Culture.Biography.Biography*,0.0,22.0
5560,1.0,2497134.0,Margherita Taylor,0.59267657995224,Q6760338,Culture.Media.Media*,0.0,22.0
5561,1.0,2497134.0,Margherita Taylor,0.59267657995224,Q6760338,Culture.Biography.Women,0.0,22.0
5562,1.0,2497134.0,Margherita Taylor,0.287777841091156,Q6760338,Culture.Media.Television,0.0,22.0
5563,1.0,2497134.0,Margherita Taylor,0.18495945835113525,Q6760338,Geography.Regions.Europe.Europe*,0.0,22.0
5564,1.0,2497134.0,Margherita Taylor,0.11597072333097458,Q6760338,Culture.Media.Music,0.0,22.0
5565,1.0,2497134.0,Margherita Taylor,0.0,Q6760338,Geography.Regions.Europe.Northern_Europe,0.0,22.0
5566,2.0,2498157.0,Loftus Versfeld Stadium,0.9579222798347473,Q181398,Culture.Sports,3.5,43.0
5567,2.0,2498157.0,Loftus Versfeld Stadium,0.9539760947227478,Q181398,Geography.Regions.Africa.Southern_Africa,3.5,43.0
5568,2.0,2498157.0,Loftus Versfeld Stadium,0.91965252161026,Q181398,Geography.Regions.Africa.Africa*,3.5,43.0
5569,2.0,2498157.0,Loftus Versfeld Stadium,0.13297423720359802,Q181398,Culture.Visual_arts.Architecture,3.5,43.0
5570,2.0,2498157.0,Loftus Versfeld Stadium,0.12253321707248688,Q181398,Culture.Visual_arts.Visual_arts*,3.5,43.0
5571,3.0,2505553.0,Gary Caldwell,0.9995066523551941,Q334628,Culture.Biography.Biography*,6306.310385748216,13.0
5572,3.0,2505553.0,Gary Caldwell,0.9983615279197693,Q334628,Culture.Sports,6306.310385748216,13.0
5573,3.0,2505553.0,Gary Caldwell,0.0,Q334628,Geography.Regions.Europe.Northern_Europe,6306.310385748216,13.0
5574,3.0,2505553.0,Gary Caldwell,0.0,Q334628,Geography.Regions.Europe.Europe*,6306.310385748216,13.0
5575,11.0,2505571.0,Cheshire (comics),0.9972950220108032,Q3551444,Culture.Literature,2864.710140807109,14.0
5576,11.0,2505571.0,Cheshire (comics),0.7606606483459473,Q3551444,Culture.Visual_arts.Comics_and_Anime,2864.710140807109,14.0
5577,11.0,2505571.0,Cheshire (comics),0.6442351341247559,Q3551444,Culture.Visual_arts.Visual_arts*,2864.710140807109,14.0
5578,11.0,2505571.0,Cheshire (comics),0.3557848632335663,Q3551444,Culture.Biography.Women,2864.710140807109,14.0
5579,11.0,2505571.0,Cheshire (comics),0.275139719247818,Q3551444,Culture.Biography.Biography*,2864.710140807109,14.0
5580,11.0,2505571.0,Cheshire (comics),0.0,Q3551444,Geography.Regions.Europe.Europe*,2864.710140807109,14.0
5581,2.0,2508733.0,Chad Knaus,0.9965265989303589,Q1144612,Culture.Biography.Biography*,26106.148226290134,6.0
5582,2.0,2508733.0,Chad Knaus,0.7057950496673584,Q1144612,Culture.Sports,26106.148226290134,6.0
5583,2.0,2508733.0,Chad Knaus,0.1067005917429924,Q1144612,STEM.STEM*,26106.148226290134,6.0
5584,2.0,2508733.0,Chad Knaus,0.0,Q1144612,Geography.Regions.Americas.North_America,26106.148226290134,6.0
5585,3.0,2513887.0,Queen Christina (film),0.9964163899421692,Q1634665,Culture.Media.Films,74096.0,27.0
5586,3.0,2513887.0,Queen Christina (film),0.9956784844398499,Q1634665,Culture.Media.Media*,74096.0,27.0
5587,2.0,2518284.0,Griffith Jones (actor),0.996837317943573,Q11203370,Culture.Biography.Biography*,4646.0,27.0
5588,2.0,2518284.0,Griffith Jones (actor),0.21734751760959625,Q11203370,Culture.Media.Media*,4646.0,27.0
5589,2.0,2518284.0,Griffith Jones (actor),0.20690405368804932,Q11203370,Culture.Performing_arts,4646.0,27.0
5590,2.0,2518284.0,Griffith Jones (actor),0.11597072333097458,Q11203370,Culture.Media.Television,4646.0,27.0
5591,2.0,2518284.0,Griffith Jones (actor),0.014629947185516357,Q11203370,Geography.Regions.Europe.Northern_Europe,4646.0,27.0
5592,2.0,2518284.0,Griffith Jones (actor),0.0,Q11203370,Geography.Regions.Europe.Europe*,4646.0,27.0
5593,3.0,2518372.0,Sam Rosen (sportscaster),0.9958112239837646,Q7408092,Culture.Biography.Biography*,5161.351431784475,9.0
5594,3.0,2518372.0,Sam Rosen (sportscaster),0.6926519870758057,Q7408092,Culture.Sports,5161.351431784475,9.0
5595,3.0,2518372.0,Sam Rosen (sportscaster),0.4843900501728058,Q7408092,Culture.Media.Media*,5161.351431784475,9.0
5596,3.0,2518372.0,Sam Rosen (sportscaster),0.0,Q7408092,Geography.Regions.Americas.North_America,5161.351431784475,9.0
5597,3.0,2523967.0,Stanley Morgan,0.9976133108139038,Q7599806,Culture.Biography.Biography*,45.32016129552373,9.0
5598,3.0,2523967.0,Stanley Morgan,0.9883227348327637,Q7599806,Culture.Sports,45.32016129552373,9.0
5599,3.0,2523967.0,Stanley Morgan,0.0,Q7599806,Geography.Regions.Americas.North_America,45.32016129552373,9.0
5600,2.0,2524870.0,Deepak Shodhan,0.993317186832428,Q3527716,Culture.Biography.Biography*,2174.2548340548183,18.0
5601,2.0,2524870.0,Deepak Shodhan,0.9688661694526672,Q3527716,Culture.Sports,2174.2548340548183,18.0
5602,2.0,2524870.0,Deepak Shodhan,0.41865252161026,Q3527716,Geography.Regions.Asia.Asia*,2174.2548340548183,18.0
5603,2.0,2524870.0,Deepak Shodhan,0.40366052293777466,Q3527716,Geography.Regions.Asia.South_Asia,2174.2548340548183,18.0
5604,3.0,2525122.0,Khoo Boon Hui,0.9905974268913269,Q1740666,Culture.Biography.Biography*,0.0,17.0
5605,3.0,2525122.0,Khoo Boon Hui,0.585111141204834,Q1740666,History_and_Society.Politics_and_government,0.0,17.0
5606,3.0,2525122.0,Khoo Boon Hui,0.41490885615348816,Q1740666,History_and_Society.Education,0.0,17.0
5607,3.0,2525122.0,Khoo Boon Hui,0.270853506565094,Q1740666,Geography.Regions.Asia.Southeast_Asia,0.0,17.0
5608,3.0,2525122.0,Khoo Boon Hui,0.21124218606948852,Q1740666,Geography.Regions.Asia.Asia*,0.0,17.0
5609,9.0,2526069.0,Miracle at the Meadowlands,0.9304682612419128,Q6872462,Culture.Sports,2887.2856077342467,36.0
5610,9.0,2526069.0,Miracle at the Meadowlands,0.09167657995223999,Q6872462,Geography.Regions.Americas.North_America,2887.2856077342467,36.0
5611,19.0,2528069.0,2007 Atlantic hurricane season,0.7310686111450195,Q756793,STEM.STEM*,885.2951532642347,19.0
5612,19.0,2528069.0,2007 Atlantic hurricane season,0.5312193632125854,Q756793,STEM.Earth_and_environment,885.2951532642347,19.0
5613,1.0,2532666.0,Ken Warby,0.9926641583442688,Q1738672,Culture.Biography.Biography*,0.0,35.0
5614,1.0,2532666.0,Ken Warby,0.49188856983184814,Q1738672,Geography.Regions.Oceania,0.0,35.0
5615,1.0,2532666.0,Ken Warby,0.3702353835105896,Q1738672,Culture.Sports,0.0,35.0
5616,1.0,2532666.0,Ken Warby,0.275139719247818,Q1738672,Culture.Media.Media*,0.0,35.0
5617,1.0,2533321.0,Javier Aguirre,0.9991269707679749,Q194311,Culture.Biography.Biography*,0.0,13.0
5618,1.0,2533321.0,Javier Aguirre,0.9960646033287048,Q194311,Culture.Sports,0.0,13.0
5619,1.0,2533321.0,Javier Aguirre,0.11409788036346435,Q194311,Geography.Regions.Americas.North_America,0.0,13.0
5620,1.0,2537456.0,"Starrett City, Brooklyn",0.8354935646057129,Q11036480,Geography.Regions.Americas.North_America,0.0,11.0
5621,1.0,2540701.0,Boomer Sooner,0.9777238368988037,Q4943476,Culture.Media.Media*,0.0,31.0
5622,1.0,2540701.0,Boomer Sooner,0.9740526676177979,Q4943476,Culture.Media.Music,0.0,31.0
5623,1.0,2540701.0,Boomer Sooner,0.0,Q4943476,Geography.Regions.Europe.Europe*,0.0,31.0
5624,4.0,2541443.0,"James Jones (basketball, born 1980)",0.9988405108451843,Q440332,Culture.Sports,9358.010606060616,14.0
5625,4.0,2541443.0,"James Jones (basketball, born 1980)",0.9985549449920654,Q440332,Culture.Biography.Biography*,9358.010606060616,14.0
5626,4.0,2541443.0,"James Jones (basketball, born 1980)",0.48156754875183105,Q440332,Geography.Regions.Americas.North_America,9358.010606060616,14.0
5627,3.0,2545865.0,Alex Spanos,0.9971204400062561,Q4717829,Culture.Biography.Biography*,4646.333333333334,9.0
5628,3.0,2545865.0,Alex Spanos,0.26285186409950256,Q4717829,Culture.Sports,4646.333333333334,9.0
5629,3.0,2545865.0,Alex Spanos,0.23006861114501953,Q4717829,Geography.Regions.Americas.North_America,4646.333333333334,9.0
5630,3.0,2545865.0,Alex Spanos,0.21734751760959625,Q4717829,History_and_Society.Business_and_economics,4646.333333333334,9.0
5631,3.0,2554110.0,Pixie Geldof,0.9986429810523987,Q4949746,Culture.Biography.Biography*,5809.024806175712,0.0
5632,3.0,2554110.0,Pixie Geldof,0.1968362182378769,Q4949746,Culture.Biography.Women,5809.024806175712,0.0
5633,3.0,2554110.0,Pixie Geldof,0.1732981950044632,Q4949746,Culture.Visual_arts.Visual_arts*,5809.024806175712,0.0
5634,3.0,2554110.0,Pixie Geldof,0.11409788036346435,Q4949746,Geography.Regions.Europe.Europe*,5809.024806175712,0.0
5635,3.0,2554110.0,Pixie Geldof,0.10667316818237305,Q4949746,Geography.Regions.Europe.Northern_Europe,5809.024806175712,0.0
5636,4.0,2558359.0,List of awards and nominations received by Whitney Houston,1.0,Q4434932,Compilation.List_Disambig,0.0,12.0
5637,4.0,2558359.0,List of awards and nominations received by Whitney Houston,0.7663036584854126,Q4434932,History_and_Society.Society,0.0,12.0
5638,4.0,2558359.0,List of awards and nominations received by Whitney Houston,0.4765896201133728,Q4434932,Culture.Media.Media*,0.0,12.0
5639,4.0,2558359.0,List of awards and nominations received by Whitney Houston,0.21207880973815918,Q4434932,Culture.Media.Films,0.0,12.0
5640,4.0,2558359.0,List of awards and nominations received by Whitney Houston,0.19194278120994568,Q4434932,Culture.Media.Music,0.0,12.0
5641,4.0,2558359.0,List of awards and nominations received by Whitney Houston,0.16452647745609283,Q4434932,Culture.Literature,0.0,12.0
5642,4.0,2558359.0,List of awards and nominations received by Whitney Houston,0.1097157895565033,Q4434932,Culture.Media.Television,0.0,12.0
5643,7.0,2559556.0,"Indian Pass, Florida",0.9362950325012207,Q6021206,Geography.Regions.Americas.North_America,65.16959984088186,19.0
5644,7.0,2559556.0,"Indian Pass, Florida",0.38492217659950256,Q6021206,Geography.Geographical,65.16959984088186,19.0
5645,7.0,2559556.0,"Indian Pass, Florida",0.16027602553367615,Q6021206,Geography.Regions.Europe.Europe*,65.16959984088186,19.0
5646,3.0,2568556.0,"Thomas Coke, 2nd Earl of Leicester",0.9850529432296753,Q7612333,Culture.Biography.Biography*,0.0,0.0
5647,3.0,2568556.0,"Thomas Coke, 2nd Earl of Leicester",0.29422497749328613,Q7612333,Culture.Sports,0.0,0.0
5648,3.0,2568556.0,"Thomas Coke, 2nd Earl of Leicester",0.0,Q7612333,Geography.Regions.Europe.Europe*,0.0,0.0
5649,3.0,2568556.0,"Thomas Coke, 2nd Earl of Leicester",0.0,Q7612333,Geography.Regions.Europe.Northern_Europe,0.0,0.0
5650,2.0,2583587.0,Terence Morgan,0.9992059469223022,Q1397458,Culture.Biography.Biography*,37112.0,27.0
5651,2.0,2583587.0,Terence Morgan,0.14415885508060455,Q1397458,Culture.Media.Media*,37112.0,27.0
5652,2.0,2583587.0,Terence Morgan,0.11597072333097458,Q1397458,Culture.Media.Television,37112.0,27.0
5653,2.0,2583587.0,Terence Morgan,0.0,Q1397458,Geography.Regions.Europe.Northern_Europe,37112.0,27.0
5654,2.0,2583587.0,Terence Morgan,0.0,Q1397458,Geography.Regions.Europe.Europe*,37112.0,27.0
5655,2.0,2583766.0,Checked swing,1.0000100135803223,Q5089105,Culture.Sports,0.0,30.0
5656,6.0,2584524.0,Chamber of Deputies (Luxembourg),0.8175845146179199,Q517449,History_and_Society.Politics_and_government,0.0,17.0
5657,6.0,2584524.0,Chamber of Deputies (Luxembourg),0.40093068981170654,Q517449,Geography.Regions.Europe.Europe*,0.0,17.0
5658,6.0,2584524.0,Chamber of Deputies (Luxembourg),0.35867373847961426,Q517449,Geography.Regions.Europe.Western_Europe,0.0,17.0
5659,1.0,2590316.0,John Hollins,0.9996300339698792,Q1337437,Culture.Biography.Biography*,0.0,38.0
5660,1.0,2590316.0,John Hollins,0.9990989565849304,Q1337437,Culture.Sports,0.0,38.0
5661,1.0,2590316.0,John Hollins,0.24217800998687744,Q1337437,Geography.Regions.Europe.Northern_Europe,0.0,38.0
5662,1.0,2590316.0,John Hollins,0.23006861114501953,Q1337437,Geography.Regions.Europe.Europe*,0.0,38.0
5663,1.0,2590899.0,Chris Brunt,0.9994907379150391,Q372140,Culture.Biography.Biography*,0.0,5.0
5664,1.0,2590899.0,Chris Brunt,0.9579222798347473,Q372140,Culture.Sports,0.0,5.0
5665,1.0,2590899.0,Chris Brunt,0.48450641536712646,Q372140,Geography.Regions.Europe.Northern_Europe,0.0,5.0
5666,1.0,2590899.0,Chris Brunt,0.4780457487106323,Q372140,Geography.Regions.Europe.Europe*,0.0,5.0
5667,1.0,2591753.0,"Mr. Hankey, the Christmas Poo",1.0000100135803223,Q927930,Culture.Media.Television,0.0,30.0
5668,1.0,2591753.0,"Mr. Hankey, the Christmas Poo",0.9996055364608765,Q927930,Culture.Media.Media*,0.0,30.0
5669,1.0,2591753.0,"Mr. Hankey, the Christmas Poo",0.9525841474533081,Q927930,Culture.Philosophy_and_religion,0.0,30.0
5670,1.0,2591753.0,"Mr. Hankey, the Christmas Poo",0.8596737384796143,Q927930,Culture.Media.Entertainment,0.0,30.0
5671,1.0,2591753.0,"Mr. Hankey, the Christmas Poo",0.4352950325012207,Q927930,Geography.Regions.Americas.North_America,0.0,30.0
5672,1.0,2591753.0,"Mr. Hankey, the Christmas Poo",0.15611489117145538,Q927930,History_and_Society.Society,0.0,30.0
5673,1.0,2599746.0,Russel L. Honoré,0.9984612464904785,Q1257959,Culture.Biography.Biography*,0.0,9.0
5674,1.0,2599746.0,Russel L. Honoré,0.7931159734725952,Q1257959,History_and_Society.Military_and_warfare,0.0,9.0
5675,1.0,2599746.0,Russel L. Honoré,0.21124218606948852,Q1257959,Geography.Regions.Americas.North_America,0.0,9.0
5676,1.0,2599746.0,Russel L. Honoré,0.1067005917429924,Q1257959,History_and_Society.Politics_and_government,0.0,9.0
5677,1.0,2600415.0,Brian Kerr (Scottish footballer),1.0000100135803223,Q2924937,Culture.Biography.Biography*,0.0,13.0
5678,1.0,2600415.0,Brian Kerr (Scottish footballer),0.9987651705741882,Q2924937,Culture.Sports,0.0,13.0
5679,1.0,2600415.0,Brian Kerr (Scottish footballer),0.0,Q2924937,Geography.Regions.Europe.Northern_Europe,0.0,13.0
5680,1.0,2600415.0,Brian Kerr (Scottish footballer),0.0,Q2924937,Geography.Regions.Europe.Europe*,0.0,13.0
5681,1.0,2606338.0,American Conservatory Theater,0.9637899398803711,Q463781,Geography.Regions.Americas.North_America,0.0,27.0
5682,1.0,2606338.0,American Conservatory Theater,0.6001983880996704,Q463781,Culture.Visual_arts.Visual_arts*,0.0,27.0
5683,1.0,2606338.0,American Conservatory Theater,0.4225146472454071,Q463781,Culture.Visual_arts.Architecture,0.0,27.0
5684,1.0,2606338.0,American Conservatory Theater,0.30736804008483887,Q463781,Culture.Performing_arts,0.0,27.0
5685,1.0,2606338.0,American Conservatory Theater,0.16027602553367615,Q463781,History_and_Society.Education,0.0,27.0
5686,2.0,2610743.0,Joe Tiller,1.0000100135803223,Q6212668,Culture.Sports,0.0,9.0
5687,2.0,2610743.0,Joe Tiller,0.9994215965270996,Q6212668,Culture.Biography.Biography*,0.0,9.0
5688,2.0,2610743.0,Joe Tiller,0.253925012588501,Q6212668,Geography.Regions.Americas.North_America,0.0,9.0
5689,3.0,2610934.0,Ludger Sylbaris,0.9688661694526672,Q1849437,Culture.Biography.Biography*,0.0,26.0
5690,3.0,2610934.0,Ludger Sylbaris,0.1520422399044037,Q1849437,History_and_Society.History,0.0,26.0
5691,3.0,2610934.0,Ludger Sylbaris,0.14034625887870789,Q1849437,Culture.Sports,0.0,26.0
5692,3.0,2610934.0,Ludger Sylbaris,0.04574816131591797,Q1849437,Geography.Regions.Americas.Central_America,0.0,26.0
5693,3.0,2610934.0,Ludger Sylbaris,0.0,Q1849437,Geography.Geographical,0.0,26.0
5694,3.0,2610934.0,Ludger Sylbaris,0.0,Q1849437,Geography.Regions.Europe.Europe*,0.0,26.0
5695,3.0,2610934.0,Ludger Sylbaris,0.0,Q1849437,Geography.Regions.Europe.Western_Europe,0.0,26.0
5696,3.0,2611260.0,Léon Compère-Léandre,0.9688661694526672,Q3270840,Culture.Biography.Biography*,0.0,26.0
5697,3.0,2611260.0,Léon Compère-Léandre,0.20182321965694427,Q3270840,STEM.STEM*,0.0,26.0
5698,3.0,2611260.0,Léon Compère-Léandre,0.1259327530860901,Q3270840,Culture.Sports,0.0,26.0
5699,3.0,2611260.0,Léon Compère-Léandre,0.0,Q3270840,Geography.Regions.Europe.Europe*,0.0,26.0
5700,3.0,2611260.0,Léon Compère-Léandre,0.0,Q3270840,Geography.Geographical,0.0,26.0
5701,3.0,2611260.0,Léon Compère-Léandre,0.0,Q3270840,Geography.Regions.Europe.Western_Europe,0.0,26.0
5702,3.0,2611260.0,Léon Compère-Léandre,0.0,Q3270840,Geography.Regions.Americas.Central_America,0.0,26.0
5703,6.0,2615904.0,Timeline of Hurricane Katrina,0.22271016240119934,Q7805750,STEM.STEM*,223710.9586151733,9.0
5704,6.0,2615904.0,Timeline of Hurricane Katrina,0.1520422399044037,Q7805750,History_and_Society.History,223710.9586151733,9.0
5705,6.0,2615904.0,Timeline of Hurricane Katrina,0.1097157895565033,Q7805750,History_and_Society.Military_and_warfare,223710.9586151733,9.0
5706,6.0,2615904.0,Timeline of Hurricane Katrina,0.0,Q7805750,Geography.Regions.Europe.Europe*,223710.9586151733,9.0
5707,6.0,2615904.0,Timeline of Hurricane Katrina,0.0,Q7805750,Geography.Regions.Americas.North_America,223710.9586151733,9.0
5708,6.0,2615904.0,Timeline of Hurricane Katrina,0.0,Q7805750,Geography.Regions.Asia.Asia*,223710.9586151733,9.0
5709,1.0,2617490.0,Brian Bosma,0.997758150100708,Q4963167,Culture.Biography.Biography*,0.0,25.0
5710,1.0,2617490.0,Brian Bosma,0.46490960025787353,Q4963167,Geography.Regions.Americas.North_America,0.0,25.0
5711,25.0,2618173.0,Jim Richards (racing driver),0.979677677154541,Q6070604,Culture.Biography.Biography*,1102.8882232519418,35.0
5712,25.0,2618173.0,Jim Richards (racing driver),0.48899643325805664,Q6070604,Geography.Regions.Oceania,1102.8882232519418,35.0
5713,25.0,2618173.0,Jim Richards (racing driver),0.3415925204753876,Q6070604,Culture.Sports,1102.8882232519418,35.0
5714,11.0,2625305.0,Alvah Curtis Roebuck,0.9988764524459839,Q4737639,Culture.Biography.Biography*,6967.5,33.0
5715,11.0,2625305.0,Alvah Curtis Roebuck,0.59267657995224,Q4737639,History_and_Society.Business_and_economics,6967.5,33.0
5716,11.0,2625305.0,Alvah Curtis Roebuck,0.48310362005233765,Q4737639,Geography.Regions.Americas.North_America,6967.5,33.0
5717,11.0,2625305.0,Alvah Curtis Roebuck,0.18714269995689392,Q4737639,STEM.STEM*,6967.5,33.0
5718,11.0,2625305.0,Alvah Curtis Roebuck,0.10375863313674927,Q4737639,Culture.Media.Media*,6967.5,33.0
5719,3.0,2635206.0,Lynching of Thomas Shipp and Abram Smith,1.0000100135803223,Q2776402,Culture.Biography.Biography*,18572.0,43.0
5720,3.0,2635206.0,Lynching of Thomas Shipp and Abram Smith,1.0000100135803223,Q2776402,History_and_Society.Society,18572.0,43.0
5721,3.0,2635206.0,Lynching of Thomas Shipp and Abram Smith,0.46490960025787353,Q2776402,Geography.Regions.Americas.North_America,18572.0,43.0
5722,3.0,2635206.0,Lynching of Thomas Shipp and Abram Smith,0.23371636867523193,Q2776402,History_and_Society.Politics_and_government,18572.0,43.0
5723,3.0,2635206.0,Lynching of Thomas Shipp and Abram Smith,0.1097157895565033,Q2776402,History_and_Society.History,18572.0,43.0
5724,1.0,2638775.0,Rick Leventhal,0.9986850023269653,Q7331549,Culture.Biography.Biography*,0.0,7.0
5725,1.0,2638775.0,Rick Leventhal,0.754925012588501,Q7331549,Culture.Media.Media*,0.0,7.0
5726,1.0,2638775.0,Rick Leventhal,0.0,Q7331549,Geography.Regions.Americas.North_America,0.0,7.0
5727,3.0,2644239.0,Mark Loretta,1.0000100135803223,Q1648463,Culture.Sports,10827.920138602109,30.0
5728,3.0,2644239.0,Mark Loretta,1.0000100135803223,Q1648463,Culture.Biography.Biography*,10827.920138602109,30.0
5729,3.0,2644239.0,Mark Loretta,0.2047950496673584,Q1648463,Geography.Regions.Americas.North_America,10827.920138602109,30.0
5730,4.0,2644401.0,Rick Honeycutt,1.0000100135803223,Q4355617,Culture.Sports,5294.559492049142,6.0
5731,4.0,2644401.0,Rick Honeycutt,0.9996530413627625,Q4355617,Culture.Biography.Biography*,5294.559492049142,6.0
5732,4.0,2644401.0,Rick Honeycutt,0.4745869507789612,Q4355617,Geography.Regions.Americas.North_America,5294.559492049142,6.0
5733,6.0,2646805.0,Arabian Nights (miniseries),0.9566442370414734,Q623864,Culture.Media.Media*,5.5,17.0
5734,6.0,2646805.0,Arabian Nights (miniseries),0.6584275364875793,Q623864,Culture.Media.Television,5.5,17.0
5735,6.0,2646805.0,Arabian Nights (miniseries),0.6370407938957214,Q623864,Culture.Media.Films,5.5,17.0
5736,6.0,2647515.0,Falcon 9,0.9914325475692749,Q249091,STEM.Space,9291.333333333334,26.0
5737,6.0,2647515.0,Falcon 9,0.9748311638832092,Q249091,History_and_Society.Transportation,9291.333333333334,26.0
5738,6.0,2647515.0,Falcon 9,0.9579222798347473,Q249091,STEM.Technology,9291.333333333334,26.0
5739,6.0,2647515.0,Falcon 9,0.9496793746948242,Q249091,STEM.STEM*,9291.333333333334,26.0
5740,6.0,2647515.0,Falcon 9,0.0,Q249091,Geography.Regions.Americas.North_America,9291.333333333334,26.0
5741,5.0,2648001.0,Derek Anderson (American football),0.9995066523551941,Q4993894,Culture.Sports,10406.604914374184,9.0
5742,5.0,2648001.0,Derek Anderson (American football),0.9926641583442688,Q4993894,Culture.Biography.Biography*,10406.604914374184,9.0
5743,5.0,2648001.0,Derek Anderson (American football),0.37648682498931885,Q4993894,Geography.Regions.Americas.North_America,10406.604914374184,9.0
5744,3.0,2648233.0,Derrick Mason,0.9964163899421692,Q5263056,Culture.Biography.Biography*,9291.0,31.0
5745,3.0,2648233.0,Derrick Mason,0.9916942119598389,Q5263056,Culture.Sports,9291.0,31.0
5746,3.0,2648233.0,Derrick Mason,0.022430347442626952,Q5263056,Geography.Regions.Americas.North_America,9291.0,31.0
5747,4.0,2650063.0,Chief Noc-A-Homa,0.9971204400062561,Q5096870,Culture.Sports,0.0,6.0
5748,4.0,2650063.0,Chief Noc-A-Homa,0.12878464365005493,Q5096870,Geography.Regions.Americas.North_America,0.0,6.0
5749,5.0,2651762.0,Kevin Muscat,0.9994029402732849,Q301236,Culture.Biography.Biography*,12674.457910448791,3.0
