,Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Qid
2271,2307768,Frank Overton,29,1,33,0.050799000000000004,0.052484,0.0,Q2695500
2272,147772,Áras an Uachtaráin,43,2,24,0.092111,0.10418499999999999,0.0,Q2107474
2273,4308598,Terrorism financing,74,3,22,0.105682,0.12160499999999999,51787.44692,Q7703925
2274,50317460,Ashley Sutton,44,4,30,0.07282999999999999,0.080746,98.332775,Q24006409
2275,34266398,Caterham F1,44,10,27,0.091813,0.10698900000000001,95551.118176,Q174008
2276,256514,Tamaraw,29,1,26,0.094703,0.10522100000000001,0.0,Q622878
2277,47712068,"Spreckelsville, Hawaii",48,2,30,0.06666799999999999,0.07230199999999999,0.0,Q22083160
2278,286138,USS Augusta (SSN-710),47,1,33,0.051427999999999995,0.053844,0.0,Q1674076
2279,47836,Averroes,11,2,28,0.07054500000000001,0.075227,33285.0,Q39837
2280,1882874,Quincey Morris,14,2,36,0.050067,0.053409000000000005,0.0,Q732939
2281,16988834,Marc Lamont Hill,13,1,25,0.09472,0.105702,0.0,Q6755685
2282,37980590,Peter Maris,39,1,32,0.056915999999999994,0.06075,0.0,Q7175657
2283,1638096,Seed (sports),69,1,25,0.098037,0.11229700000000001,0.0,Q3499911
2284,1401926,Panasonic Wild Knights,3,1,30,0.066846,0.071064,0.0,Q3361904
2285,14536786,Daniel Ludueña,52,1,27,0.073831,0.07929800000000001,0.0,Q2435987
2286,46931566,2015–16 Football League Cup,17,14,25,0.101752,0.11895399999999999,601220.75045,Q20118529
2287,55419700,2018 Philadelphia Phillies season,18,12,30,0.067086,0.074158,531177.032621,Q47010509
2288,13245442,Kevin Murray (American football),7,2,25,0.09683,0.109047,11097.0,Q6397056
2289,24991634,You Only Live Twice (song),40,2,28,0.077933,0.089486,0.0,Q3572760
2290,27457610,Shane Flanagan,30,1,27,0.08696799999999999,0.095666,0.0,Q7488069
2291,370654,Esther Phillips,6,5,27,0.075836,0.08875,120.50235,Q283069
2292,12421728,2007 MTV Video Music Awards,71,38,29,0.072152,0.082076,60665.707664,Q585049
2293,3769092,Gang of Eight (intelligence),54,1,24,0.103098,0.119708,0.0,Q1493415
2294,11130794,Beth Mowins,13,4,24,0.104348,0.119673,47833.255229,Q4897596
2295,36920462,Diafra Sakho,10,4,27,0.095704,0.111225,6499.264527,Q1208103
2296,43779206,Zhu Lin (tennis),19,1,27,0.085073,0.094431,0.0,Q17319111
2297,17679324,Jérémy Chardy,69,22,23,0.10883499999999999,0.129864,26848.208787,Q176577
2298,4373654,Video game culture,22,3,24,0.09690900000000001,0.11121800000000001,314136.379997,Q7927912
2299,47513784,2015 U.S. National Gymnastics Championships,47,6,28,0.07589800000000001,0.082855,11098.478545999998,Q21189197
2300,12118240,Aerobic gymnastics,77,3,29,0.069445,0.074628,22193.0,Q1156722
2301,7622454,Return of the Trill,53,4,28,0.079023,0.085155,0.0,Q59207238
2302,43902416,Sepak takraw at the 2014 Asian Games,19,7,27,0.080987,0.09073099999999999,0.0,Q16162726
2303,2244670,Carry That Weight,25,1,32,0.05354299999999999,0.056792999999999996,0.0,Q1045409
2304,39746528,David Turpel,10,3,26,0.097078,0.110571,25739.597992,Q13102283
2305,36721638,Canoeing at the 2016 Summer Olympics,44,6,28,0.082049,0.09123099999999999,22202.333333000002,Q19706972
2306,2177616,Leaders of the Australian Labor Party,72,18,25,0.091765,0.108169,66.544842,Q6560311
2307,42770692,List of Head of the Class episodes,47,1,29,0.06464299999999999,0.068965,0.0,Q16995014
2308,54415090,Ten Commandments Monument (Oklahoma City),43,6,27,0.07610900000000001,0.082853,27749.5,Q39089622
2309,41612920,Anti-Nazi League,75,1,31,0.064526,0.06942100000000001,0.0,Q1098407
2310,5006566,Rachel Yankey,52,1,28,0.07159199999999999,0.07774199999999999,0.0,Q10883
2311,625094,David Bawden,43,3,24,0.094695,0.107313,11422.405266,Q2629341
2312,625680,People for the American Way,74,1,24,0.09421399999999999,0.105575,0.0,Q7165877
2313,39402546,2014–15 UEFA Champions League group stage,10,13,26,0.103742,0.12396199999999999,146163.845049,Q17501609
2314,14825120,Paleolithic religion,4,2,26,0.091191,0.09979199999999999,398232.0,Q1359199
2315,907148,Peter Brimelow,2,1,28,0.075348,0.08114600000000001,0.0,Q7172964
2316,8989666,Pickerington High School Central,54,2,22,0.117796,0.144477,0.0,Q7190836
2317,56995648,2018–19 RB Leipzig season,10,9,24,0.10065700000000001,0.11826400000000001,334545.25873,Q56308348
2318,2847676,Mbulelo Mabizela,17,1,26,0.09372,0.10644,0.0,Q2707260
2319,4118960,Hyman Roth,55,5,26,0.086845,0.097367,3.5,Q2278431
2320,3543028,Antonio Peña,46,8,25,0.085267,0.094025,246.47858100000002,Q4776865
2321,321102,Ron Burton,13,1,25,0.090395,0.100107,0.0,Q7363585
2322,8663558,Peaceful Easy Feeling,62,17,30,0.070036,0.07890599999999999,0.0625,Q1839226
2323,33213632,Euro step,26,3,23,0.104278,0.120048,140.91749099999998,Q5411670
2324,13415382,Jeff Donnell,50,1,35,0.050931,0.053836,0.0,Q275769
2325,155498,Carlos Colón Sr.,46,8,24,0.090651,0.100227,373900.853104,Q1042824
2326,159450,Nebraska Cornhuskers,13,6,25,0.101825,0.117853,50264.146702,Q691912
2327,236428,Dag Hammarskjöld,68,23,24,0.102378,0.11775999999999999,111542.4329,Q1267
2328,5200212,List of proxy wars,30,3,26,0.086552,0.09587999999999999,167249.34238800002,Q6635531
2329,5064492,South Park (video game),22,19,23,0.10505899999999999,0.12403900000000001,33575.405709,Q2636173
2330,2677012,2005–06 UEFA Cup,10,8,26,0.10231799999999999,0.119653,5103.064156,Q580161
2331,1792914,Proclamation of Rebellion,74,3,23,0.099439,0.112542,0.28571399999999997,Q7247433
2332,51150544,Aaron Francis,36,1,30,0.065444,0.070137,0.0,Q26130074
2333,1018396,Checker Motors Corporation,44,2,28,0.07732699999999999,0.083881,0.0,Q209374
2334,18718214,Hoffenheim,10,3,27,0.09502000000000001,0.109008,8.766342999999999,Q707011
2335,748736,Alana Beard,58,1,35,0.04955,0.051935,0.0,Q112847
2336,5116316,Husain Haqqani,56,1,29,0.065454,0.06879600000000001,0.0,Q473132
2337,2452248,Weekend Today,54,4,22,0.113791,0.135947,44379.0,Q7979443
2338,24150726,20th-century events,45,4,24,0.101077,0.11474000000000001,50925.070516,Q4630645
2339,299872,Canal Hotel bombing,68,5,25,0.094418,0.10608,0.777778,Q4116108
2340,457886,Japan Meteorological Agency,7,8,25,0.09421900000000001,0.10584600000000001,67339.742796,Q860935
2341,1635016,Morgan Wootten,8,3,24,0.102003,0.11638499999999999,27328.280339999998,Q3862978
2342,32837942,Carlos Fierro,10,2,28,0.080846,0.089289,11097.0,Q1042898
2343,705320,Super Formula Championship,17,1,28,0.068998,0.072961,0.0,Q11313836
2344,1562936,Scott Podsednik,13,1,25,0.098721,0.112347,0.0,Q1046172
2345,63572,Old World sparrow,59,6,33,0.058210000000000005,0.062178,5554.833333,Q28922
2346,31560106,Athletics at the 2012 Summer Olympics,26,17,25,0.10379000000000001,0.122529,106839.729571,Q185262
2347,54203500,Manto (2018 film),50,3,30,0.07266399999999999,0.082816,5548.0,Q30610347
2348,41350922,Daphne Campbell,7,5,23,0.10498900000000001,0.12210399999999999,7970.534345,Q16188898
2349,291836,Thomas Eagleton,54,14,23,0.118181,0.144979,78226.023278,Q3176929
2350,3906336,"Ibrahim Touré (footballer, born 1985)",10,2,27,0.092722,0.105618,1585.074152,Q1190924
2351,1566134,Anatole Litvak,50,2,32,0.06034400000000001,0.065807,235.916667,Q213581
2352,533156,Harry Brecheen,18,2,29,0.079413,0.08634299999999999,404245.790241,Q3127793
2353,48958814,List of heads of state of Afghanistan,70,5,29,0.073166,0.080197,117431.098283,Q6461436
2354,4102998,Pedro Gonzalez Gonzalez,55,1,26,0.076133,0.08325700000000001,0.0,Q710809
2355,51365586,2016 AFL finals series,36,5,30,0.070306,0.07552,2938.1786230000002,Q26709831
2356,1873602,David Gauke,47,1,27,0.067635,0.072173,0.0,Q391256
2357,42665392,Jon Gorenc Stanković,52,2,32,0.055683,0.058696000000000005,0.0,Q16840112
2358,45670198,Emanuel Buchmann,17,2,28,0.079215,0.086467,88720.0,Q18169741
2359,14617024,1968 Chicago riots,54,1,23,0.10683499999999999,0.124177,0.0,Q3588253
2360,32530,Visigoths,77,6,27,0.078401,0.085073,99806.333333,Q23693
2361,740492,List of people pardoned by Bill Clinton,39,4,27,0.077999,0.085165,6.6666669999999995,Q6633157
2362,51207832,List of ballooning accidents,29,1,23,0.102826,0.115345,0.0,Q26213965
2363,24000246,List of Little League World Series announcers,18,5,33,0.060955999999999996,0.06715499999999999,11615.923496,Q6576937
2364,7308592,John Madden Football (1988 video game),8,5,22,0.10019,0.11451099999999999,208.272427,Q2073676
2365,36188002,Rohan Daluwatte,74,3,28,0.072285,0.077303,5548.0,Q7359677
2366,4530612,Jürgen Melzer,69,2,25,0.096948,0.11058,11097.0,Q223549
2367,2229800,Girl 6 (album),31,18,28,0.070506,0.080459,0.0,Q2374706
2368,47380648,Dmitry Mazepin,44,1,31,0.06829500000000001,0.07496,0.0,Q4274499
2369,28464298,Ken Wyatt,72,23,25,0.09772,0.115598,2019.687821,Q3195101
2370,26587260,Barnes Common,64,7,27,0.08505800000000001,0.097027,457.4634980000001,Q4861519
2371,2235752,Die Another Day (song),40,38,27,0.08451,0.101952,1053828.435289,Q611419
2372,36084930,2012–13 Tottenham Hotspur F.C. season,17,9,24,0.103578,0.121084,415233.04434699996,Q3996008
2373,12077900,UK Threat Levels,74,1,26,0.079283,0.08563,0.0,Q7864960
2374,4553970,Madonna as a gay icon,40,17,28,0.07497000000000001,0.086914,0.578526,Q4895948
2375,46585038,Chaz Green,8,1,22,0.09765499999999999,0.11001099999999998,0.0,Q17517030
2376,3765452,Debevoise & Plimpton,39,1,28,0.074662,0.080184,0.0,Q5248071
2377,22703322,Morgan Burnett,35,3,27,0.07838400000000001,0.084362,11097.0,Q3323968
2378,717748,John Chandos,74,1,28,0.072279,0.077127,0.0,Q948191
2379,224094,Adbusters,27,2,26,0.081746,0.08835,22192.0,Q1993575
2380,4468368,Craig Bohl,8,5,22,0.100689,0.113908,68801.062101,Q5180748
2381,22349090,Renee Montgomery,26,12,24,0.101096,0.11555499999999999,33658.778738,Q299943
2382,4106416,Mike Smith (American football coach),13,3,29,0.072902,0.07801799999999999,33287.0,Q3332583
2383,58106196,2018–19 Olympique de Marseille season,10,17,25,0.10688399999999999,0.129338,399923.019062,Q55231640
2384,12808936,Axel Witsel,17,3,26,0.090262,0.10205299999999999,1255.710161,Q151838
2385,452914,W engine,44,1,30,0.06916599999999999,0.075407,0.0,Q1431441
2386,15952430,Peter Pan (1950 musical),24,15,28,0.075553,0.08317000000000001,11100.107143000001,Q7176280
2387,20522788,Antonio de la Maza,45,1,24,0.09515,0.106609,0.0,Q4777081
2388,41569612,Andy Biggs,54,27,23,0.11709000000000001,0.146576,43212.600849,Q16199304
2389,47863290,Bass Brothers,53,11,25,0.102011,0.115639,31986.066792,Q810442
2390,32378,Geography of Vietnam,70,1,32,0.063229,0.06759,0.0,Q1049178
2391,5016402,Landfall,48,3,27,0.080303,0.088188,77637.0,Q2551132
2392,3401432,List of College Football Hall of Fame inductees (coaches),13,10,24,0.099828,0.11393900000000001,27229.638447,Q6567492
2393,952064,New Zealand national rugby league team,30,16,26,0.102153,0.119655,619500.1201899999,Q3590290
2394,3759894,Grendel (novel),11,2,27,0.07679,0.082666,85152.697597,Q1545663
2395,30861350,Richie Partridge,52,1,27,0.08112,0.08816,0.0,Q1990935
2396,42421206,Web blocking in the United Kingdom,47,1,30,0.060747,0.064252,0.0,Q16155272
2397,109596,"Highland Beach, Florida",7,5,23,0.103975,0.12052,5600.637435000001,Q1992688
2398,47313650,Christopher Bell (racing driver),35,7,31,0.062011000000000004,0.067589,897.082152,Q20740622
2399,681830,Dare to Be Stupid,67,10,24,0.094265,0.106714,108.47024099999999,Q2399183
2400,57286522,Jake Wieneke,8,1,26,0.072152,0.077017,0.0,Q52393551
2401,31896000,Robert W. McElroy,43,6,24,0.09706000000000001,0.11161800000000001,11286.562936,Q554272
2402,5033944,Nicholas Gage,39,1,31,0.060318,0.064515,0.0,Q1984874
2403,312516,Philip Hart,54,4,23,0.106677,0.123708,5235.1349789999995,Q2086224
2404,27754406,Mustafa Amini,10,2,27,0.09175599999999999,0.104598,0.0,Q745506
2405,43446532,Matt Duffy,18,2,30,0.063148,0.069385,22192.0,Q3299438
2406,32497422,Sally Kohn,39,2,28,0.07309600000000001,0.079827,11097.0,Q7405192
2407,15442092,Hard Call,54,32,22,0.11901500000000001,0.14826199999999998,46.967055,Q5655148
2408,24435440,Payman Maadi,50,1,32,0.060277,0.065225,0.0,Q2893018
2409,42557486,Neil Eggleston,2,8,25,0.090907,0.100423,290709.406761,Q16728774
2410,12040362,Brave (Jennifer Lopez album),71,11,28,0.073264,0.083088,101876.158411,Q769442
2411,3447162,Little Shop of Horrors (musical),6,1,27,0.073002,0.082919,0.0,Q1199246
2412,53708596,Issam Jebali,10,1,25,0.09145199999999999,0.10361,0.0,Q2375716
2413,2447096,Liberty Tree,74,3,23,0.102802,0.117324,0.0,Q1454303
2414,9840548,Wichita State University football team plane crash,46,1,30,0.056924,0.059435,0.0,Q7998164
2415,3678732,List of people with brain tumors,54,7,23,0.114783,0.14078800000000002,41440.034707,Q6608132
2416,45263330,Iran at the 2016 Summer Olympics,26,10,25,0.102788,0.12107899999999999,89366.112161,Q19158832
2417,46869378,Dolores Faith,54,1,25,0.093287,0.104851,0.0,Q20684077
2418,1448962,Rod Laver Arena,69,6,25,0.102306,0.120172,130101.40455899999,Q222878
2419,32150432,Francesco Acerbi,52,4,28,0.077127,0.085015,0.0,Q531302
2420,47298534,Nikita Parris,60,11,26,0.085565,0.095687,248098.53137199997,Q20745150
2421,35417280,Jack Miller (motorcyclist),44,8,30,0.069249,0.07677300000000001,48.531471999999994,Q3157277
2422,37985834,Dejan Meleg,10,2,26,0.100453,0.116276,0.0,Q3615340
2423,698994,The Guns of August,63,1,27,0.076613,0.082321,0.0,Q2417024
2424,27761632,Stuart Ayres,72,2,26,0.089295,0.101738,249.95957400000003,Q7626294
2425,5965416,Albert Divo,44,2,29,0.074706,0.08293099999999999,0.0,Q2063049
2426,308212,Grover Norquist,2,5,26,0.088834,0.09833,174064.231673,Q984205
2427,2033410,Ebon Atoll,1,1,39,0.040875,0.042302,0.0,Q152754
2428,16359952,2000–01 Euroleague,26,3,23,0.10380299999999999,0.11926300000000001,0.25,Q590580
2429,4210688,Ruby Dandridge,6,1,28,0.070423,0.078387,0.0,Q3942181
2430,1346752,Safety car,44,5,28,0.084297,0.096022,14758.321337000001,Q173089
2431,2505898,Integratron,19,2,26,0.086995,0.09518,0.0,Q3152987
2432,20938594,Good Morning Starshine,65,2,32,0.057186,0.062064,2214.533333,Q5582793
2433,1077458,Division of North Sydney,72,26,25,0.092804,0.110577,4097.131939,Q2973863
2434,45044120,Josh Rosen,38,4,23,0.093677,0.103939,74906.790559,Q19667275
2435,37478374,Jean-Paul Boëtius,17,3,26,0.09147000000000001,0.10406300000000002,24150.239322,Q151329
2436,45154306,Lutz Bachmann,2,1,26,0.08585599999999999,0.094236,0.0,Q18641778
2437,519638,List of invasions,1,3,29,0.068882,0.073827,794144.0,Q6624364
2438,1068174,Piratbyrån,74,3,24,0.094777,0.10639000000000001,8803.696525,Q1540483
2439,5751406,James Conway,4,1,30,0.06501900000000001,0.06838999999999999,0.0,Q1416744
2440,7740798,Hawala scandal,5,1,30,0.071232,0.078101,0.0,Q4494441
2441,48112958,"List of Democratic Party superdelegates, 2016",54,5,23,0.11203199999999999,0.132447,2597.070995,Q22963836
2442,94746,"Sunflower County, Mississippi",29,3,28,0.081923,0.09087200000000001,22193.0,Q484659
2443,32026466,Renuka Chowdhury,28,1,29,0.068346,0.073495,0.0,Q541539
2444,137392,"Hubbardton, Vermont",49,1,24,0.110651,0.12825,0.0,Q2972727
2445,7794958,Odette,11,2,28,0.078889,0.085315,0.0,Q354995
2446,1176080,Blockade of Africa,74,3,24,0.09465599999999999,0.106103,10724.789925,Q4927224
2447,846554,USS Samuel B. Roberts (DE-413),27,1,25,0.089501,0.09844299999999999,0.0,Q787851
2448,2034460,The Bat (1959 film),39,6,35,0.04886,0.052314,0.2,Q3224357
2449,229266,Irving Kristol,2,4,25,0.09577000000000001,0.10800699999999999,577257.6445930001,Q553196
2450,25407542,Krystal Ball,54,1,25,0.09083,0.101387,0.0,Q6439744
2451,21603408,Evan Dunham,15,2,35,0.049802,0.052125,11097.0,Q4162621
2452,658906,Majority rule,27,6,23,0.10643599999999999,0.12480999999999999,133427.33141500002,Q27636
2453,300812,"Bury, Greater Manchester",17,3,26,0.094099,0.10693,113731.42965,Q47822
2454,195744,Mixtec,74,2,26,0.084392,0.092275,22430.699016,Q623215
2455,22095736,Vasilis Lampropoulos,10,4,27,0.09249600000000001,0.105965,436.98531900000006,Q3557000
2456,867366,Madejski Stadium,17,5,30,0.06438200000000001,0.069063,199533.0,Q31656
2457,6159884,KSMS-TV,13,1,23,0.095484,0.106169,0.0,Q6337967
2458,20889546,The Sunshine Boys (1975 film),55,44,24,0.09282,0.10902,18420.192136,Q15623971
2459,53510222,Brad Abbey,30,2,26,0.10003200000000001,0.11511300000000001,0.0,Q28962340
2460,5774570,Graham Rahal,35,16,30,0.072933,0.08291699999999999,23726.919871000002,Q933837
2461,797792,Bree Williamson,24,1,27,0.081109,0.089186,0.0,Q2267681
2462,18504248,Melanie Oudin,19,4,29,0.072028,0.078497,874.569952,Q30787
2463,4046524,Curt Menefee,8,7,23,0.096651,0.108976,12041.225537,Q5195412
2464,38687504,Tennis on ESPN,13,10,24,0.111944,0.134466,495336.14859799994,Q7700480
2465,29188604,Wisconsin–Whitewater Warhawks football,35,3,28,0.073464,0.078981,134151.156128,Q19867625
2466,52483692,Abigail Hardingham,17,1,26,0.08172,0.088948,0.0,Q27979822
2467,89160,Henry Wilson,54,24,22,0.120724,0.150619,46496.118456000004,Q313302
2468,42703134,Leo Štulac,52,7,28,0.081803,0.09209099999999999,3137.83139,Q3830276
2469,16940558,1989–90 Football League,17,1,27,0.082605,0.091543,0.0,Q9260067
2470,6805934,Vijay Goel (politician),5,5,29,0.07937899999999999,0.090811,11097.0,Q7929142
2471,1191762,Division of Griffith,72,9,25,0.091892,0.107948,63.43645,Q1074129
2472,21353932,Jason Garrison,33,2,26,0.087402,0.09618600000000001,0.0,Q937713
2473,29572734,Bunkers in Albania,20,2,30,0.064513,0.068742,44376.0,Q644335
2474,2965078,Karen Tumulty,70,2,29,0.068047,0.073376,11097.0,Q6370096
2475,1959862,Dress You Up,40,33,28,0.079474,0.094777,2140.896192,Q429886
2476,29587018,Benjamin Stambouli,17,1,29,0.08001599999999999,0.08798099999999999,0.0,Q245922
2477,53093288,Romans (2017 film),50,1,30,0.072663,0.082711,0.0,Q28925872
2478,44932142,Movement for Change (Greece),68,2,26,0.085713,0.093652,11097.0,Q46505372
2479,1049952,Charu Majumdar,28,5,26,0.08582100000000001,0.095335,57.25,Q1067913
2480,777734,Bill Voce,61,6,25,0.095417,0.10906700000000001,0.533333,Q2743484
2481,35737834,Brian Idowu,10,4,26,0.092013,0.10490899999999999,24367.409025,Q4197956
2482,1164252,GamePro,22,5,22,0.100884,0.11667999999999999,145550.914879,Q315718
2483,67376,Pope Leo IX,43,12,25,0.089643,0.10083400000000001,4505.515327,Q58559
2484,5385470,Northwestern Wildcats,13,5,25,0.098412,0.111857,24624.593951,Q3568143
2485,14781412,Equestrian at the Asian Games,19,1,28,0.078932,0.086689,0.0,Q862362
2486,13663814,Debt relief order,60,1,30,0.064603,0.068761,0.0,Q5248609
2487,54186926,2017–18 First Professional Football League (Bulgaria),52,1,30,0.059137999999999996,0.061786,0.0,Q30133481
2488,143460,Province of Castellón,10,1,25,0.10523800000000001,0.120979,0.0,Q54942
2489,29451260,Gabriela Dabrowski,69,24,25,0.10784300000000001,0.130244,10010.999081999998,Q5515953
2490,51041612,2016 US Open (tennis),69,61,24,0.111581,0.1375,355267.665421,Q24480003
2491,3111130,Paul Dana,35,4,31,0.067993,0.07545299999999999,43.277910999999996,Q952359
2492,51459532,Joe Hammond (basketball),26,1,25,0.08942699999999999,0.09824400000000001,0.0,Q27925048
2493,8408580,Last of the Red Hot Lovers,55,35,24,0.092065,0.106999,0.06060599999999999,Q6494843
2494,1501832,William Weatherford,29,6,24,0.10582799999999999,0.120709,11092.0,Q3569023
2495,295124,Centenary University,54,3,23,0.11470699999999999,0.140502,11097.0,Q5059073
2496,12911624,2008 Little League World Series,18,17,33,0.06018099999999999,0.066637,4.19803,Q4611435
2497,46500292,Strictly Come Dancing (series 13),6,4,27,0.07547999999999999,0.087063,144110.9,Q20647864
2498,49935378,Daniel Rioli,36,3,34,0.052721000000000004,0.055229999999999994,0.0,Q23771712
2499,1010102,Eau Rouge,44,1,30,0.072425,0.079748,0.0,Q337390
2500,269860,Carl Mays,18,2,33,0.061080999999999996,0.064367,77637.0,Q5040536
2501,10580776,Lisa Waltz,55,2,24,0.087353,0.09868400000000001,0.0,Q4103115
2502,133856,Betty Comden,24,5,28,0.074455,0.081447,34.853776,Q175078
2503,21828876,William H. Pauley III,39,4,27,0.079836,0.088622,195275.3298,Q8010543
2504,3874698,1987–88 European Cup,10,20,25,0.108024,0.12846,165219.208802,Q392526
2505,336256,Kerrang!,76,6,28,0.074796,0.08164400000000001,88740.0,Q43281
2506,58127022,Milky Way (album),76,1,28,0.074767,0.080941,0.0,Q56246075
2507,2543714,MotorCity Casino Hotel,29,3,28,0.077421,0.086713,0.0,Q520432
2508,2960722,Duck (cricket),61,3,28,0.07139,0.076794,22193.0,Q2279202
2509,24760186,Henry de Bohun,1,2,32,0.057164,0.060626,11097.0,Q5730732
2510,53553636,Damian Willemse,3,11,28,0.071214,0.07731299999999999,12478.262961,Q28976112
2511,2054336,Rick Monday,18,2,33,0.053801999999999996,0.057188,22192.0,Q3431584
2512,55808894,Marriage Amendment (Definition and Religious Freedoms) Act 2017,72,32,25,0.099807,0.11991900000000001,50593.362042,Q45084218
2513,672220,Dean Headley,61,1,24,0.09779600000000001,0.110944,0.0,Q5246208
2514,54363490,Patricia Karvelas,72,1,26,0.084275,0.095416,0.0,Q30496951
2515,23563446,List of largest funerals,70,1,30,0.072179,0.079303,0.0,Q6621420
2516,245234,Roman Catholic Archdiocese of New York,43,7,23,0.10688299999999999,0.12643900000000002,178537.175908,Q1365153
2517,437856,Group 4 element,27,8,29,0.067333,0.072024,3699.466667,Q189302
2518,681786,Bad Hair Day,67,10,24,0.094265,0.106714,108.47024099999999,Q2398241
2519,802086,Gretchen Wilson,65,5,32,0.057178999999999994,0.06205700000000001,55469.0,Q443897
2520,1962378,Mercedes-Benz W125,44,4,28,0.08012899999999999,0.08995700000000001,22049.124552,Q1680468
2521,11979456,Devisingh Ransingh Shekhawat,5,1,31,0.068518,0.074607,0.0,Q5267565
2522,128344,"Hertford College, Oxford",70,1,30,0.066697,0.071059,0.0,Q81090
2523,411692,Myotonia,64,2,30,0.07129400000000001,0.077817,0.0,Q1277793
2524,4125168,Monday Night Countdown,58,8,28,0.067982,0.072526,121965.83333299999,Q6898645
2525,19472536,Looking Back to Yesterday,37,11,32,0.065036,0.071795,8647.4446,Q2452347
2526,9793758,Operation Homecoming,54,19,22,0.120276,0.14994100000000002,9682.978588,Q1650725
2527,24431876,Australian soccer league system,52,2,26,0.100165,0.11556400000000001,60046.627946,Q3653630
2528,10011530,Navaja,42,2,32,0.056507,0.059457,11097.0,Q1249996
2529,7197762,James Graham (rugby league),30,1,30,0.069913,0.074098,0.0,Q3161111
2530,2539874,Major Dundee,54,2,23,0.114599,0.138816,11097.0,Q1811900
2531,61588,King Baudouin Stadium,10,17,25,0.113097,0.139708,2350052.959584,Q622671
2532,2321316,Woodland period,74,3,23,0.10458599999999998,0.118833,39084.959135000005,Q2299963
2533,2277210,"Never, Neverland",58,6,31,0.058592,0.063243,0.0,Q1785441
2534,10550442,Eelam War III,74,3,28,0.072285,0.077303,5548.0,Q11154636
2535,887870,Valentina Cortese,55,4,24,0.091301,0.104084,10820.21631,Q259986
2536,48308920,List of NCAA major college football yearly rushing leaders,51,2,27,0.077249,0.083375,0.0,Q22096815
2537,58238768,Archery at the 2018 Asian Games – Mixed team recurve,26,3,27,0.082713,0.092348,12114.199914,Q56280733
2538,15755498,Chief Whip of the Labour Party,60,4,32,0.062097,0.065977,17513.176042,Q6467390
2539,30873392,Heidi Game,38,3,26,0.09047000000000001,0.100909,55469.0,Q579691
2540,4781236,House of Wangchuck,5,1,31,0.071508,0.079292,0.0,Q796782
2541,8100608,Coca-Cola BlāK,30,4,24,0.097058,0.10808699999999999,0.0,Q2285006
2542,3924730,Mark Salter,54,22,22,0.120002,0.149176,30135.143991,Q10324957
2543,5590004,Sociology of law,20,10,24,0.09439199999999999,0.107076,270097.827073,Q847034
2544,16796398,Vehicle registration plates of Illinois,45,1,29,0.066058,0.069483,0.0,Q7918497
2545,2720066,Oliver Miller,54,1,23,0.105725,0.124225,0.0,Q939240
2546,7195284,Tropical cyclogenesis,7,10,24,0.099386,0.113105,17571.116619,Q751028
2547,7599982,Dan Dailey,55,2,24,0.087292,0.098465,11097.0,Q1159045
2548,4044374,Louise Goodman,44,2,29,0.073963,0.080993,11097.0,Q3246662
2549,44971648,Paul Felder,15,4,32,0.058542,0.063024,16633.966666999997,Q18764053
2550,52626610,Christian Lundgaard,44,3,29,0.07826,0.088165,0.0,Q28037411
2551,35710478,Julius Yego,26,7,25,0.09532,0.10904900000000001,1233.465634,Q3077472
2552,53855766,Soul Rocker,46,7,26,0.084601,0.093317,8.347023,Q29548558
2553,4368368,47th Academy Awards,55,6,25,0.09615599999999999,0.110482,38879.658337,Q369706
2554,29334412,Rangelo Janga,10,2,28,0.085997,0.097112,1374.510702,Q3930067
2555,9462614,Athletics at the 1982 Asian Games,26,6,26,0.091299,0.104502,14710.734792,Q2869111
2556,11764486,Teddy Riner,26,4,24,0.109222,0.128942,56943.87263400001,Q353514
2557,14029410,Douglas Domenech,54,3,23,0.11467999999999999,0.140287,0.0,Q5301417
2558,26586602,El Hijo de L.A. Park,46,7,25,0.08558099999999999,0.094542,9733.895082,Q3720932
2559,1108810,Hasan Salihamidžić,17,1,27,0.079671,0.088001,0.0,Q153387
2560,19386436,Native American civil rights,74,3,24,0.095599,0.10596099999999999,31242.570220999998,Q16254248
2561,36162866,South Park (season 18),22,33,23,0.10481700000000001,0.124395,5759.939572,Q18123744
2562,22799622,Africa–China relations,73,2,30,0.066538,0.070261,11097.0,Q2963738
2563,11919168,Papal name,43,16,24,0.095943,0.110774,375246.565414,Q1570717
2564,1814582,Wimbledon (UK Parliament constituency),60,1,32,0.060023,0.063306,0.0,Q874319
2565,3420550,Bobby Lennox,10,5,26,0.101333,0.11726500000000001,18482.456119,Q888610
2566,52594552,United Kingdom Championship Tournament (2017),46,7,26,0.07370700000000001,0.079964,19699.612316,Q28038517
2567,265148,Secretary of State for Education,75,2,30,0.068976,0.075353,11097.0,Q3477306
2568,33845294,Effects of Hurricane Andrew in Florida,48,1,27,0.079295,0.08555499999999999,0.0,Q5347297
2569,1564094,"Puna, Hawaii",48,4,29,0.071214,0.077816,0.0,Q2296797
2570,4349440,So where the bloody hell are you?,72,4,25,0.09171,0.105974,4358.8580520000005,Q16251815
2571,587676,Grandia,8,6,27,0.067623,0.072149,2218.6,Q976419
2572,5337378,List of Bundesliga top scorers,17,2,27,0.07967300000000001,0.08808400000000001,11091.666667,Q695847
